batch_id,methodology_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,entity_id,entity_type,scope_en,scope_zh,emission_type_en,emission_type_zh,scope3_category_code,scope3_category_en,scope3_category_zh,activity_category_en,activity_category_zh,data_source_type_en,data_source_type_zh,assurance_stage_en,assurance_stage_zh,calculation_method_en,calculation_method_zh,boundary_type_en,boundary_type_zh,classification_stage_en,classification_stage_zh,estimate_basis_en,estimate_basis_zh,evidence_page,review_status,confidence_level
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p11__scope_1__0112,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"nk’s own investments (cumulative from 2023)19 $145.9 billion $69.5 billion Philanthropy Community Well-being TD Ready Commitment $1 billion toward community giving, by 2030 (cumulative from 2019)20 $854 million $685 million 1 For additional",,11,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p11__scope_1__0113,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"nk’s own investments (cumulative from 2023)19 $145.9 billion $69.5 billion Philanthropy Community Well-being TD Ready Commitment $1 billion toward community giving, by 2030 (cumulative from 2019)20 $854 million $685 million 1 For additional",,11,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p11__scope_3__0114,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"nk’s own investments (cumulative from 2023)19 $145.9 billion $69.5 billion Philanthropy Community Well-being TD Ready Commitment $1 billion toward community giving, by 2030 (cumulative from 2019)20 $854 million $685 million 1 For additional",,11,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p11__scope_3__0115,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"nk’s own investments (cumulative from 2023)19 $145.9 billion $69.5 billion Philanthropy Community Well-being TD Ready Commitment $1 billion toward community giving, by 2030 (cumulative from 2019)20 $854 million $685 million 1 For additional",,11,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p50__scope_1__0116,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,will be supported by our continued efforts to protect and adapt the Bank to the changes brought about by climate change. Our Climate Action Plan articulates our approach to achieving net-zero GHG emissions: • Pillar 1: Decarbonizing Our Ope,,50,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p50__scope_1__0117,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,will be supported by our continued efforts to protect and adapt the Bank to the changes brought about by climate change. Our Climate Action Plan articulates our approach to achieving net-zero GHG emissions: • Pillar 1: Decarbonizing Our Ope,,50,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p50__scope_3__0118,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,will be supported by our continued efforts to protect and adapt the Bank to the changes brought about by climate change. Our Climate Action Plan articulates our approach to achieving net-zero GHG emissions: • Pillar 1: Decarbonizing Our Ope,,50,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p50__scope_3__0119,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,will be supported by our continued efforts to protect and adapt the Bank to the changes brought about by climate change. Our Climate Action Plan articulates our approach to achieving net-zero GHG emissions: • Pillar 1: Decarbonizing Our Ope,,50,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p51__scope_1__0120,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,apability Building External Engagement Governance and Oversight TD Climate Action Plan Visualized Goal: Achieve net-zero greenhouse gas emissions in operations and financing by 2050 Net-Zero Pillars 1 Decarbonizing Our Operations Our approa,,51,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p51__scope_1__0121,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,apability Building External Engagement Governance and Oversight TD Climate Action Plan Visualized Goal: Achieve net-zero greenhouse gas emissions in operations and financing by 2050 Net-Zero Pillars 1 Decarbonizing Our Operations Our approa,,51,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p51__scope_3__0122,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,apability Building External Engagement Governance and Oversight TD Climate Action Plan Visualized Goal: Achieve net-zero greenhouse gas emissions in operations and financing by 2050 Net-Zero Pillars 1 Decarbonizing Our Operations Our approa,,51,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p51__scope_3__0123,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,apability Building External Engagement Governance and Oversight TD Climate Action Plan Visualized Goal: Achieve net-zero greenhouse gas emissions in operations and financing by 2050 Net-Zero Pillars 1 Decarbonizing Our Operations Our approa,,51,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_1__0124,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,tion Plan Progress in Recent Years 2020 • Launched TD’s Climate Action Plan and our 2050 net-zero goal. • Initiated E&S Target Operating Model to build capabilities to meet our net-zero GHG emissions goal. 2021 Set interim target to achieve,,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_1__0125,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,tion Plan Progress in Recent Years 2020 • Launched TD’s Climate Action Plan and our 2050 net-zero goal. • Initiated E&S Target Operating Model to build capabilities to meet our net-zero GHG emissions goal. 2021 Set interim target to achieve,,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0126,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,tion Plan Progress in Recent Years 2020 • Launched TD’s Climate Action Plan and our 2050 net-zero goal. • Initiated E&S Target Operating Model to build capabilities to meet our net-zero GHG emissions goal. 2021 Set interim target to achieve,,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0127,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,tion Plan Progress in Recent Years 2020 • Launched TD’s Climate Action Plan and our 2050 net-zero goal. • Initiated E&S Target Operating Model to build capabilities to meet our net-zero GHG emissions goal. 2021 Set interim target to achieve,,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p53__scope_1__0128,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"d its net-zero GHG emissions goal, supported by our five transition enablers. Description 2024 Short-term (1–3 years) Medium-term (3–5 years) Long-term (5+ years) Net Zero Pillars Pillar 1: Decarbonizing Our Operations Net Zero: Work toward",,53,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p53__scope_1__0129,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"d its net-zero GHG emissions goal, supported by our five transition enablers. Description 2024 Short-term (1–3 years) Medium-term (3–5 years) Long-term (5+ years) Net Zero Pillars Pillar 1: Decarbonizing Our Operations Net Zero: Work toward",,53,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p53__scope_3__0130,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"d its net-zero GHG emissions goal, supported by our five transition enablers. Description 2024 Short-term (1–3 years) Medium-term (3–5 years) Long-term (5+ years) Net Zero Pillars Pillar 1: Decarbonizing Our Operations Net Zero: Work toward",,53,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p53__scope_3__0131,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"d its net-zero GHG emissions goal, supported by our five transition enablers. Description 2024 Short-term (1–3 years) Medium-term (3–5 years) Long-term (5+ years) Net Zero Pillars Pillar 1: Decarbonizing Our Operations Net Zero: Work toward",,53,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p55__scope_1__0132,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,"ions goal for 2050 associated with its operations and financing activities, in line with the associated principles of the Paris Agreement. As part of this goal, we also set an interim 2025 target to achieve a 25% reduction in our gross abso",,55,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p55__scope_1__0133,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,"ions goal for 2050 associated with its operations and financing activities, in line with the associated principles of the Paris Agreement. As part of this goal, we also set an interim 2025 target to achieve a 25% reduction in our gross abso",,55,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p55__scope_1__0134,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,"ions goal for 2050 associated with its operations and financing activities, in line with the associated principles of the Paris Agreement. As part of this goal, we also set an interim 2025 target to achieve a 25% reduction in our gross abso",,55,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p55__scope_3__0135,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,"ions goal for 2050 associated with its operations and financing activities, in line with the associated principles of the Paris Agreement. As part of this goal, we also set an interim 2025 target to achieve a 25% reduction in our gross abso",,55,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p55__scope_3__0136,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,"ions goal for 2050 associated with its operations and financing activities, in line with the associated principles of the Paris Agreement. As part of this goal, we also set an interim 2025 target to achieve a 25% reduction in our gross abso",,55,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p55__scope_3__0137,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,"ions goal for 2050 associated with its operations and financing activities, in line with the associated principles of the Paris Agreement. As part of this goal, we also set an interim 2025 target to achieve a 25% reduction in our gross abso",,55,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__scope_2__0138,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,,,,,Report disclosure,报告披露,,,Corporate inventory boundary,企业清单边界,Explicit mention,原文明确提及,Plan Our Approach to Calculating Non-Financed GHG Emissions Reporting Standards Our non-financed GHG emissions inventory is prepared in accordance with the Greenhouse Gas Protocol (GHG Protocol): A Corporate Accounting and Reporting Standar,,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__scope_2__0139,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Value-chain activities,价值链活动,,,Report disclosure,报告披露,,,Corporate inventory boundary,企业清单边界,Explicit mention,原文明确提及,Plan Our Approach to Calculating Non-Financed GHG Emissions Reporting Standards Our non-financed GHG emissions inventory is prepared in accordance with the Greenhouse Gas Protocol (GHG Protocol): A Corporate Accounting and Reporting Standar,,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__scope_3__0140,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,,,Report disclosure,报告披露,,,Corporate inventory boundary,企业清单边界,Explicit mention,原文明确提及,Plan Our Approach to Calculating Non-Financed GHG Emissions Reporting Standards Our non-financed GHG emissions inventory is prepared in accordance with the Greenhouse Gas Protocol (GHG Protocol): A Corporate Accounting and Reporting Standar,,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__scope_3__0141,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,,,Report disclosure,报告披露,,,Corporate inventory boundary,企业清单边界,Explicit mention,原文明确提及,Plan Our Approach to Calculating Non-Financed GHG Emissions Reporting Standards Our non-financed GHG emissions inventory is prepared in accordance with the Greenhouse Gas Protocol (GHG Protocol): A Corporate Accounting and Reporting Standar,,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p58__scope_1__0142,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Report disclosure,报告披露,Location-based,位置法,,,Explicit mention,原文明确提及,eport 58 Introduction Governance Sustainability at TD Environmental Social Appendices Pillar 1 Pillar 2 Climate Risk Management Capital Flows and Processes Internal Capability Building External Engagement Governance and Oversight TD Climate,,58,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0143,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"is figure being higher if substantial emissions reductions cannot be achieved.61,62,63 As a means of supporting the development of carbon reduction projects and carbon markets, TD continues to voluntarily purchase carbon credits to compensa",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0144,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,6,Category 6,类别6 商务差旅,Business travel,商务差旅,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"is figure being higher if substantial emissions reductions cannot be achieved.61,62,63 As a means of supporting the development of carbon reduction projects and carbon markets, TD continues to voluntarily purchase carbon credits to compensa",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0145,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,6,Category 6,类别6 商务差旅,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"is figure being higher if substantial emissions reductions cannot be achieved.61,62,63 As a means of supporting the development of carbon reduction projects and carbon markets, TD continues to voluntarily purchase carbon credits to compensa",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0146,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"is figure being higher if substantial emissions reductions cannot be achieved.61,62,63 As a means of supporting the development of carbon reduction projects and carbon markets, TD continues to voluntarily purchase carbon credits to compensa",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0147,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,Business travel,商务差旅,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"is figure being higher if substantial emissions reductions cannot be achieved.61,62,63 As a means of supporting the development of carbon reduction projects and carbon markets, TD continues to voluntarily purchase carbon credits to compensa",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0148,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,"is figure being higher if substantial emissions reductions cannot be achieved.61,62,63 As a means of supporting the development of carbon reduction projects and carbon markets, TD continues to voluntarily purchase carbon credits to compensa",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_1__0149,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"s Internal Capability Building External Engagement Governance and Oversight TD Climate Action Plan Net-Zero Pillars - Pillar 2: Addressing Financed Emissions Attributed to TD Throughout this section, we use the term financed emissions to re",,60,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_1__0150,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"s Internal Capability Building External Engagement Governance and Oversight TD Climate Action Plan Net-Zero Pillars - Pillar 2: Addressing Financed Emissions Attributed to TD Throughout this section, we use the term financed emissions to re",,60,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0151,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"s Internal Capability Building External Engagement Governance and Oversight TD Climate Action Plan Net-Zero Pillars - Pillar 2: Addressing Financed Emissions Attributed to TD Throughout this section, we use the term financed emissions to re",,60,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0152,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"s Internal Capability Building External Engagement Governance and Oversight TD Climate Action Plan Net-Zero Pillars - Pillar 2: Addressing Financed Emissions Attributed to TD Throughout this section, we use the term financed emissions to re",,60,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p69__scope_1__0153,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Report disclosure,报告披露,PCAF financed emissions methodology,PCAF投融资排放方法,,,Explicit mention,原文明确提及,"e financed emissions, in accordance with PCAF guidance.71 Key Insights • In general, data quality is better for larger public companies than for smaller public companies and private companies. As seen on the next page, we also observed bett",,69,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p69__scope_1__0154,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,,,Report disclosure,报告披露,PCAF financed emissions methodology,PCAF投融资排放方法,,,Explicit mention,原文明确提及,"e financed emissions, in accordance with PCAF guidance.71 Key Insights • In general, data quality is better for larger public companies than for smaller public companies and private companies. As seen on the next page, we also observed bett",,69,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p69__scope_1__0155,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,15,Category 15,类别15 投资,,,,,Report disclosure,报告披露,PCAF financed emissions methodology,PCAF投融资排放方法,,,Explicit mention,原文明确提及,"e financed emissions, in accordance with PCAF guidance.71 Key Insights • In general, data quality is better for larger public companies than for smaller public companies and private companies. As seen on the next page, we also observed bett",,69,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p69__scope_3__0156,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,,,Report disclosure,报告披露,PCAF financed emissions methodology,PCAF投融资排放方法,,,Explicit mention,原文明确提及,"e financed emissions, in accordance with PCAF guidance.71 Key Insights • In general, data quality is better for larger public companies than for smaller public companies and private companies. As seen on the next page, we also observed bett",,69,seed_batch_05,medium
