batch_id,methodology_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,entity_id,entity_type,scope_en,scope_zh,emission_type_en,emission_type_zh,scope3_category_code,scope3_category_en,scope3_category_zh,activity_category_en,activity_category_zh,data_source_type_en,data_source_type_zh,assurance_stage_en,assurance_stage_zh,calculation_method_en,calculation_method_zh,boundary_type_en,boundary_type_zh,classification_stage_en,classification_stage_zh,estimate_basis_en,estimate_basis_zh,evidence_page,review_status,confidence_level
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_1__0011,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,". This entity was acquired by TD in 2023. The acquisition resulted in an uplift of 3,544 tCO2e to our 2019 location-based Scope 1 and 2 emissions. For details on this restatement, please see our 2023 Sustainability Report. 4 TD’s Scope 1 GH",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_1__0012,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,Mobile emission source,移动排放源,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,". This entity was acquired by TD in 2023. The acquisition resulted in an uplift of 3,544 tCO2e to our 2019 location-based Scope 1 and 2 emissions. For details on this restatement, please see our 2023 Sustainability Report. 4 TD’s Scope 1 GH",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_2__0013,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,,,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,". This entity was acquired by TD in 2023. The acquisition resulted in an uplift of 3,544 tCO2e to our 2019 location-based Scope 1 and 2 emissions. For details on this restatement, please see our 2023 Sustainability Report. 4 TD’s Scope 1 GH",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_2__0014,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Mobile emission source,移动排放源,,,Report disclosure,报告披露,Market-based,市场法,,,Explicit mention,原文明确提及,". This entity was acquired by TD in 2023. The acquisition resulted in an uplift of 3,544 tCO2e to our 2019 location-based Scope 1 and 2 emissions. For details on this restatement, please see our 2023 Sustainability Report. 4 TD’s Scope 1 GH",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__inventory__0015,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,,,,,,Secondary data,次级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"es and building systems, or travel data from similar time periods, to approximate actual usage. For example, refrigerants are used in HVAC systems to cool buildings. During operation, losses of refrigerants from HVAC systems are expected to",,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__inventory__0016,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,,,,Fugitive emissions,散逸性排放,Secondary data,次级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"es and building systems, or travel data from similar time periods, to approximate actual usage. For example, refrigerants are used in HVAC systems to cool buildings. During operation, losses of refrigerants from HVAC systems are expected to",,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_1__0017,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,Stationary emission source,固定排放源,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_1__0018,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,Purchased electricity,外购电力,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_1__0019,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,Value-chain activities,价值链活动,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_2__0020,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Stationary emission source,固定排放源,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_2__0021,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Purchased electricity,外购电力,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_2__0022,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 2,范围2,Indirect energy emissions,能源间接排放,,,,Value-chain activities,价值链活动,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_3__0023,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Stationary emission source,固定排放源,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_3__0024,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Purchased electricity,外购电力,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p110__scope_3__0025,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,Value-chain activities,价值链活动,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"1 and 2 Target. 49 Scope 1 GHG emissions include direct GHG emissions that occur from sources that are owned or controlled by TD, such as emissions from combustion in boilers, furnaces, vehicles, etc. Scope 2 GHG emissions include indirect ",,110,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p3__inventory__0026,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,,,,,,Derived data,推导数据,Verification,核查,,,,,Explicit mention,原文明确提及,"porting community investment. In addition to TD’s own calculations, we ask LBG Canada to verify our corporate giving and assess our data based on its methodology, which helps to account for the broader impacts of our financial contribution ",,3,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p16__inventory__0027,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"rance and the Bank’s own investments that fit within eligible categories,14 as defined in the TD Sustainable & Decarbonization Finance Target Methodology (“the Methodology”). In 2024, TD Bank launched its Community Impact Plan (CIP). This p",,16,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p16__inventory__0028,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,15,Category 15,类别15 投资,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"rance and the Bank’s own investments that fit within eligible categories,14 as defined in the TD Sustainable & Decarbonization Finance Target Methodology (“the Methodology”). In 2024, TD Bank launched its Community Impact Plan (CIP). This p",,16,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p18__inventory__0029,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,15,Category 15,类别15 投资,,,,,Assurance,鉴证,,,,,Explicit mention,原文明确提及,"n Finance Target 2024 Business Activities (in billions) Commercial, Corporate and Retail Lending1 $42.8 Capital Markets2 $28.7 Advisory Services $2.6 Treasury Investments3 $1.5 Other4 $0.8 Total P erformance indicators for which EY provided",,18,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0030,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"k assessment indicates a heightened level of E&S risk, the Bank conducts enhanced due diligence that could include the use of tools such as physical risk identification, heatmaps, industry risk ratings, client engagement and questionnaires,",,25,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"k assessment indicates a heightened level of E&S risk, the Bank conducts enhanced due diligence that could include the use of tools such as physical risk identification, heatmaps, industry risk ratings, client engagement and questionnaires,",,25,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0032,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"k assessment indicates a heightened level of E&S risk, the Bank conducts enhanced due diligence that could include the use of tools such as physical risk identification, heatmaps, industry risk ratings, client engagement and questionnaires,",,25,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0033,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"rget-setting methodologies, including for the Agriculture and Real Estate sectors, leading to an increase in the data quality score for the residential real estate footprint. • Enhanced footprint reporting by adding Financed Emissions Lendi",,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,Financed emissions,投融资排放,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"rget-setting methodologies, including for the Agriculture and Real Estate sectors, leading to an increase in the data quality score for the residential real estate footprint. • Enhanced footprint reporting by adding Financed Emissions Lendi",,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0035,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,15,Category 15,类别15 投资,,,Estimated data,估算数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"rget-setting methodologies, including for the Agriculture and Real Estate sectors, leading to an increase in the data quality score for the residential real estate footprint. • Enhanced footprint reporting by adding Financed Emissions Lendi",,52,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0036,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,Business travel,商务差旅,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"Leased Assets – 100%; and Downstream Leased Assets – 100%. 2 Business travel includes emissions from commercial air travel, chartered jets, rail travel, car rentals and personal vehicles used for business travel. For commercial air travel a",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0037,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,Value-chain activities,价值链活动,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"Leased Assets – 100%; and Downstream Leased Assets – 100%. 2 Business travel includes emissions from commercial air travel, chartered jets, rail travel, car rentals and personal vehicles used for business travel. For commercial air travel a",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0038,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,,,,,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"Leased Assets – 100%; and Downstream Leased Assets – 100%. 2 Business travel includes emissions from commercial air travel, chartered jets, rail travel, car rentals and personal vehicles used for business travel. For commercial air travel a",,56,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__inventory__0039,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,,,,,,,,,,Primary data,初级数据,Report disclosure,报告披露,,,,,Explicit mention,原文明确提及,"ble. Data Sources, GHG Types and Global Warming Potential55 We rely on primary activity data (e.g., invoices and meter readings) to calculate our non-financed GHG emissions where possible, and secondary data (e.g., estimation techniques des",,57,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0040,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,,,,,,,,Verification,核查,Market-based,市场法,,,Explicit mention,原文明确提及,"rest carbon sequestration projects, enhanced ocean alkalinity) that remove GHGs from the atmosphere, such as green materials, geological or marine sinks, etc. Carbon Credits and Renewable Energy Certificates Retirement Schedule TD retired 7",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,6,Category 6,类别6 商务差旅,Business travel,商务差旅,,,Verification,核查,Market-based,市场法,,,Explicit mention,原文明确提及,"rest carbon sequestration projects, enhanced ocean alkalinity) that remove GHGs from the atmosphere, such as green materials, geological or marine sinks, etc. Carbon Credits and Renewable Energy Certificates Retirement Schedule TD retired 7",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0042,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 1,范围1,Direct emissions,直接排放,6,Category 6,类别6 商务差旅,,,,,Verification,核查,Market-based,市场法,,,Explicit mention,原文明确提及,"rest carbon sequestration projects, enhanced ocean alkalinity) that remove GHGs from the atmosphere, such as green materials, geological or marine sinks, etc. Carbon Credits and Renewable Energy Certificates Retirement Schedule TD retired 7",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0043,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,,,,,,,,Verification,核查,Market-based,市场法,,,Explicit mention,原文明确提及,"rest carbon sequestration projects, enhanced ocean alkalinity) that remove GHGs from the atmosphere, such as green materials, geological or marine sinks, etc. Carbon Credits and Renewable Energy Certificates Retirement Schedule TD retired 7",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,Business travel,商务差旅,,,Verification,核查,Market-based,市场法,,,Explicit mention,原文明确提及,"rest carbon sequestration projects, enhanced ocean alkalinity) that remove GHGs from the atmosphere, such as green materials, geological or marine sinks, etc. Carbon Credits and Renewable Energy Certificates Retirement Schedule TD retired 7",,59,seed_batch_05,medium
batch_05,batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0045,r168_torontodominionbank__20240__sustainabilityreport,r168_torontodominionbank,多伦多道明银行,TORONTO-DOMINION BANK,168,r168_torontodominionbank,company,Scope 3,范围3,Other indirect emissions,其他间接排放,6,Category 6,类别6 商务差旅,,,,,Verification,核查,Market-based,市场法,,,Explicit mention,原文明确提及,"rest carbon sequestration projects, enhanced ocean alkalinity) that remove GHGs from the atmosphere, such as green materials, geological or marine sinks, etc. Carbon Credits and Renewable Energy Certificates Retirement Schedule TD retired 7",,59,seed_batch_05,medium
