queue_id,company_id,report_id,inventory_year,reporting_entity_en,scope_en,energy_metric_en,energy_type_en,renewable_or_nonrenewable,purchased_electricity_flag,fuel_type,value,unit,source_basis_en,linked_emission_record_id,linked_factor_id,evidence_page,source_file,review_decision,reviewer_note,confidence_level
energy_00074,r095_lifeinsurancecorpofindia,,,LIFE INSURANCE CORP. OF INDIA,Scope 1,Fuel or site energy consumption,,,,,,,,r095_lifeinsurancecorpofindia_Scope 1_74,,299,LIC_Annual_Report_2023_2024.pdf,,,
energy_00075,r096_nestlé,,,NESTLÉ,Scope 1,Fuel or site energy consumption,,,,,,,,r096_nestlé_Scope 1_75,,152,NESTLÉ-non-financial-statement-2024.pdf,,,
energy_00076,r096_nestlé,,,NESTLÉ,Scope 2,Purchased electricity,,,yes,,,,,r096_nestlé_Scope 2_76,,40,NESTLÉ-non-financial-statement-2024.pdf,,,
energy_00077,r096_nestlé,,,NESTLÉ,Scope 2,Purchased electricity,,,yes,,,,,r096_nestlé_Scope 2_77,,152,NESTLÉ-non-financial-statement-2024.pdf,,,
energy_00078,r101_eon,,,E.ON,Scope 1,Fuel or site energy consumption,,,,,,,,r101_eon_Scope 1_78,,46,E.ON-GB24-gesamt-EN_final.pdf,,,
energy_00079,r101_eon,,,E.ON,Scope 2,Purchased electricity,,,yes,,,,,r101_eon_Scope 2_79,,44,E.ON-GB24-gesamt-EN_final.pdf,,,
energy_00080,r113_brookfield,,,BROOKFIELD,Scope 2,Purchased electricity,,,yes,,,,,r113_brookfield_Scope 2_80,,60,BROOKFIELD-BAM Ltd. 2024 Sustainability Report.pdf,,,
energy_00081,r117_adm公司,,,ADM,Scope 2,Purchased electricity,,,yes,,,,,r117_adm公司_Scope 2_81,,50,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,,,
energy_00082,r119_christiandior,,,CHRISTIAN DIOR,Scope 2,Purchased electricity,,,yes,,,,,r119_christiandior_Scope 2_82,,114,ChristianDior_2024_Annual_Report.pdf,,,
energy_00083,r119_christiandior,,,CHRISTIAN DIOR,Scope 1,Fuel or site energy consumption,,,,,,,,r119_christiandior_Scope 1_83,,114,ChristianDior_2024_Annual_Report.pdf,,,
energy_00084,r125_ptt,,,PTT,Scope 1,Fuel or site energy consumption,,,,,,,,r125_ptt_Scope 1_84,,142,PTT One Report ENG 2024.pdf,,,
energy_00085,r125_ptt,,,PTT,Scope 2,Purchased electricity,,,yes,,,,,r125_ptt_Scope 2_85,,142,PTT One Report ENG 2024.pdf,,,
energy_00086,r125_ptt,,,PTT,Scope 2,Purchased electricity,,,yes,,,,,r125_ptt_Scope 2_86,,142,PTT One Report ENG 2024.pdf,,,
energy_00087,r126_axa,,,AXA,Scope 1,Fuel or site energy consumption,,,,,,,,r126_axa_Scope 1_87,,175,axa_urd2024_accessible_va.pdf,,,
energy_00088,r126_axa,,,AXA,Scope 2,Purchased electricity,,,yes,,,,,r126_axa_Scope 2_88,,175,axa_urd2024_accessible_va.pdf,,,
energy_00089,r127_fedex,,,FEDEX,Scope 1,Fuel or site energy consumption,,,,,,,,r127_fedex_Scope 1_89,,38,FedEx_2025_CR_Report.pdf,,,
energy_00090,r127_fedex,,,FEDEX,Scope 2,Purchased electricity,,,yes,,,,,r127_fedex_Scope 2_90,,19,FedEx_2025_CR_Report.pdf,,,
energy_00091,r130_engie集团,,,Engie,Scope 1,Fuel or site energy consumption,,,,,,,,r130_engie集团_Scope 1_91,,118,ENGIE_DEU_2024_US__PDF_MEL_v3.pdf,,,
energy_00092,r131_waltdisney,,,WALT DISNEY,Scope 1,Fuel or site energy consumption,,,,,,,,r131_waltdisney_Scope 1_92,,34,华特迪士尼公司-2024-SSI-Report.pdf,,,
energy_00093,r132_orlen,,,ORLEN,Scope 1,Fuel or site energy consumption,,,,,,,,r132_orlen_Scope 1_93,,159,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,,
energy_00094,r132_orlen,,,ORLEN,Scope 2,Purchased electricity,,,yes,,,,,r132_orlen_Scope 2_94,,161,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,,
energy_00095,r133_delltechnologies,,,DELL TECHNOLOGIES,Scope 1,Fuel or site energy consumption,,,,,,,,r133_delltechnologies_Scope 1_95,,2,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,,
energy_00096,r133_delltechnologies,,,DELL TECHNOLOGIES,Scope 2,Purchased electricity,,,yes,,,,,r133_delltechnologies_Scope 2_96,,2,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,,
energy_00097,r143_byd,,,BYD,Scope 1,Fuel or site energy consumption,,,,,,,,r143_byd_Scope 1_97,,127,比亚迪年度可持续报告2024.pdf,,,
energy_00098,r143_byd,,,BYD,Scope 1,Fuel or site energy consumption,,,,,,,,r143_byd_Scope 1_98,,42,比亚迪年度可持续报告2024.pdf,,,
energy_00099,r143_byd,,,BYD,Scope 2,Purchased electricity,,,yes,,,,,r143_byd_Scope 2_99,,127,比亚迪年度可持续报告2024.pdf,,,
energy_00100,r143_byd,,,BYD,Scope 2,Purchased electricity,,,yes,,,,,r143_byd_Scope 2_100,,127,比亚迪年度可持续报告2024.pdf,,,
energy_00101,r145_siemens,,,SIEMENS,Scope 1,Fuel or site energy consumption,,,,,,,,r145_siemens_Scope 1_101,,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,,
energy_00102,r159_boeing,,,BOEING,Scope 2,Purchased electricity,,,yes,,,,,r159_boeing_Scope 2_102,,34,2025-boeing-sustainability-report.pdf,,,
energy_00103,r165_pertamina,,,PERTAMINA,Scope 1,Fuel or site energy consumption,,,,,,,,r165_pertamina_Scope 1_103,,188,PERTAMINA—FULL_SR PHE 24_(09_01)_Web Version (1).pdf,,,
energy_00104,r165_pertamina,,,PERTAMINA,Scope 2,Purchased electricity,,,yes,,,,,r165_pertamina_Scope 2_104,,188,PERTAMINA—FULL_SR PHE 24_(09_01)_Web Version (1).pdf,,,
energy_00105,r166_vinci,,,VINCI,Scope 1,Fuel or site energy consumption,,,,,,,,r166_vinci_Scope 1_105,,31,VINCI-2024_workforce_related_environmental_and_social_information.pdf,,,
energy_00106,r168_torontodominionbank,,,TORONTO-DOMINION BANK,Scope 1,Fuel or site energy consumption,,,,,,,,r168_torontodominionbank_Scope 1_106,,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,,
energy_00107,r168_torontodominionbank,,,TORONTO-DOMINION BANK,Scope 2,Purchased electricity,,,yes,,,,,r168_torontodominionbank_Scope 2_107,,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,,
energy_00108,r168_torontodominionbank,,,TORONTO-DOMINION BANK,Scope 2,Purchased electricity,,,yes,,,,,r168_torontodominionbank_Scope 2_108,,56,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,,
energy_00109,r176_巴西jbs公司,,,JBS,Scope 1,Fuel or site energy consumption,,,,,,,,r176_巴西jbs公司_Scope 1_109,,61,JBS_Sustainability_Report_2023.pdf,,,
energy_00110,r181_guangzhouautomobileindustrygroup,,,GUANGZHOU AUTOMOBILE INDUSTRY GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r181_guangzhouautomobileindustrygroup_Scope 1_110,,131,广汽集团2024年社会责任报告.pdf,,,
energy_00111,r181_guangzhouautomobileindustrygroup,,,GUANGZHOU AUTOMOBILE INDUSTRY GROUP,Scope 2,Purchased electricity,,,yes,,,,,r181_guangzhouautomobileindustrygroup_Scope 2_111,,131,广汽集团2024年社会责任报告.pdf,,,
energy_00112,r183_airbus,,,AIRBUS,Scope 1,Fuel or site energy consumption,,,,,,,,r183_airbus_Scope 1_112,,4,AIRBUS-pm_38_711_711991-us758j55ai.pdf,,,
energy_00113,r183_airbus,,,AIRBUS,Scope 2,Purchased electricity,,,yes,,,,,r183_airbus_Scope 2_113,,4,AIRBUS-pm_38_711_711991-us758j55ai.pdf,,,
energy_00114,r185_zhejianggeelyholdinggroup,,,ZHEJIANG GEELY HOLDING GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r185_zhejianggeelyholdinggroup_Scope 1_114,,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,,,
energy_00115,r185_zhejianggeelyholdinggroup,,,ZHEJIANG GEELY HOLDING GROUP,Scope 2,Purchased electricity,,,yes,,,,,r185_zhejianggeelyholdinggroup_Scope 2_115,,38,Geely-Holding-Group-Sustainability-Report-2024-ZH.pdf,,,
energy_00116,r189_itaúunibancoholding,,,ITAÚ UNIBANCO HOLDING,Scope 1,Fuel or site energy consumption,,,,,,,,r189_itaúunibancoholding_Scope 1_116,,117,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,,,
energy_00117,r189_itaúunibancoholding,,,ITAÚ UNIBANCO HOLDING,Scope 2,Purchased electricity,,,yes,,,,,r189_itaúunibancoholding_Scope 2_117,,115,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,,,
energy_00118,r191_generalelectric,,,GENERAL ELECTRIC,Scope 1,Fuel or site energy consumption,,,,,,,,r191_generalelectric_Scope 1_118,,35,GENERAL ELECTRIC-Aerospace 2025-sustainability-report.pdf,,,
energy_00119,r193_lockheedmartin,,,LOCKHEED MARTIN,Scope 1,Fuel or site energy consumption,,,,,,,,r193_lockheedmartin_Scope 1_119,,42,2024-LOCKHEED MARTIN-Sustainability-Performance-Report.pdf,,,
energy_00120,r195_americanexpress,,,AMERICAN EXPRESS,Scope 1,Fuel or site energy consumption,,,,,,,,r195_americanexpress_Scope 1_120,,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,,
energy_00121,r195_americanexpress,,,AMERICAN EXPRESS,Scope 2,Purchased electricity,,,yes,,,,,r195_americanexpress_Scope 2_121,,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,,
energy_00122,r195_americanexpress,,,AMERICAN EXPRESS,Scope 2,Purchased electricity,,,yes,,,,,r195_americanexpress_Scope 2_122,,67,AMERICAN EXPRESS_AXP_2023_2024_ESG_Report.pdf,,,
energy_00123,r198_wilmarinternational,,,WILMAR INTERNATIONAL,Scope 1,Fuel or site energy consumption,,,,,,,,r198_wilmarinternational_Scope 1_123,,25,24_0151_wilmar_2024_sr-v7-27-may.pdf,,,
energy_00124,r198_wilmarinternational,,,WILMAR INTERNATIONAL,Scope 2,Purchased electricity,,,yes,,,,,r198_wilmarinternational_Scope 2_124,,25,24_0151_wilmar_2024_sr-v7-27-may.pdf,,,
energy_00125,r199_caterpillar,,,CATERPILLAR,Scope 1,Fuel or site energy consumption,,,,,,,,r199_caterpillar_Scope 1_125,,64,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,,
energy_00126,r199_caterpillar,,,CATERPILLAR,Scope 2,Purchased electricity,,,yes,,,,,r199_caterpillar_Scope 2_126,,64,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,,
energy_00127,r199_caterpillar,,,CATERPILLAR,Scope 2,Purchased electricity,,,yes,,,,,r199_caterpillar_Scope 2_127,,64,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,,,
energy_00128,r201_koreaelectricpower,,,KOREA ELECTRIC POWER,Scope 1,Fuel or site energy consumption,,,,,,,,r201_koreaelectricpower_Scope 1_128,,59,(KEPCO)2024SustainabilityReport_Eng.pdf,,,
energy_00129,r201_koreaelectricpower,,,KOREA ELECTRIC POWER,Scope 2,Purchased electricity,,,yes,,,,,r201_koreaelectricpower_Scope 2_129,,149,(KEPCO)2024SustainabilityReport_Eng.pdf,,,
energy_00130,r202_metlife,,,METLIFE,Scope 1,Fuel or site energy consumption,,,,,,,,r202_metlife_Scope 1_130,,105,metlife_sustainability_report_2024.pdf,,,
energy_00131,r202_metlife,,,METLIFE,Scope 2,Purchased electricity,,,yes,,,,,r202_metlife_Scope 2_131,,105,metlife_sustainability_report_2024.pdf,,,
energy_00132,r206_chinavanke,,,CHINA VANKE,Scope 1,Fuel or site energy consumption,,,,,,,,r206_chinavanke_Scope 1_132,,45,2024-CHINA VANKE-sustainability-report.pdf,,,
energy_00133,r206_chinavanke,,,CHINA VANKE,Scope 2,Purchased electricity,,,yes,,,,,r206_chinavanke_Scope 2_133,,45,2024-CHINA VANKE-sustainability-report.pdf,,,
energy_00134,r209_lg电子,,,LG Electronics,Scope 1,Fuel or site energy consumption,,,,,,,,r209_lg电子_Scope 1_134,,24,2024-2025_LGE_Sustainability_Report_English.pdf,,,
energy_00135,r230_bungeglobal,,,BUNGE GLOBAL,Scope 1,Fuel or site energy consumption,,,,,,,,r230_bungeglobal_Scope 1_135,,24,2025-Bunge-Global-Sustainability-Report.pdf,,,
energy_00136,r230_bungeglobal,,,BUNGE GLOBAL,Scope 2,Purchased electricity,,,yes,,,,,r230_bungeglobal_Scope 2_136,,24,2025-Bunge-Global-Sustainability-Report.pdf,,,
energy_00137,r234_panasonicholdings,,,PANASONIC HOLDINGS,Scope 1,Fuel or site energy consumption,,,,,,,,r234_panasonicholdings_Scope 1_137,,88,2025_Sustainability Date Book PANASONIC HOLDINGS.pdf,,,
energy_00138,r234_panasonicholdings,,,PANASONIC HOLDINGS,Scope 2,Purchased electricity,,,yes,,,,,r234_panasonicholdings_Scope 2_138,,155,2025_Sustainability Date Book PANASONIC HOLDINGS.pdf,,,
energy_00139,r235_conocophillips,,,CONOCOPHILLIPS,Scope 1,Fuel or site energy consumption,,,,,,,,r235_conocophillips_Scope 1_139,,85,2024-sustainability-report CONOCOPHILLIPS.pdf,,,
energy_00140,r235_conocophillips,,,CONOCOPHILLIPS,Scope 2,Purchased electricity,,,yes,,,,,r235_conocophillips_Scope 2_140,,85,2024-sustainability-report CONOCOPHILLIPS.pdf,,,
energy_00141,r237_deltaairlines,,,DELTA AIR LINES,Scope 1,Fuel or site energy consumption,,,,,,,,r237_deltaairlines_Scope 1_141,,57,delta-difference-2024-report.pdf,,,
energy_00142,r241_tdsynnex公司,,,TD Synnex,Scope 2,Purchased electricity,,,yes,,,,,r241_tdsynnex公司_Scope 2_142,,67,tdsynnex-fy2024-ccr-ada.pdf,,,
energy_00143,r247_repsol,,,REPSOL,Scope 1,Fuel or site energy consumption,,,,,,,,r247_repsol_Scope 1_143,,41,REPSOL consolidated-statement-non-financial-information-sustainability-information-2024.pdf,,,
energy_00144,r252_bancobradesco,,,BANCO BRADESCO,Scope 1,Fuel or site energy consumption,,,,,,,,r252_bancobradesco_Scope 1_144,,155,2024  BANCO BRADESCO ESG Report.pdf,,,
energy_00145,r252_bancobradesco,,,BANCO BRADESCO,Scope 2,Purchased electricity,,,yes,,,,,r252_bancobradesco_Scope 2_145,,47,2024  BANCO BRADESCO ESG Report.pdf,,,
energy_00146,r255_chartercommunications,,,CHARTER COMMUNICATIONS,Scope 1,Fuel or site energy consumption,,,,,,,,r255_chartercommunications_Scope 1_146,,22,2023 CHARTER COMMUNICATIONS esg-report.pdf,,,
energy_00147,r258_bharatpetroleum,,,BHARAT PETROLEUM,Scope 1,Fuel or site energy consumption,,,,,,,,r258_bharatpetroleum_Scope 1_147,,78,BHARAT PETROLEUM sustainability-report-2023-24.pdf,,,
energy_00148,r258_bharatpetroleum,,,BHARAT PETROLEUM,Scope 2,Purchased electricity,,,yes,,,,,r258_bharatpetroleum_Scope 2_148,,78,BHARAT PETROLEUM sustainability-report-2023-24.pdf,,,
energy_00149,r260_newyorklifeinsurance,,,NEW YORK LIFE INSURANCE,Scope 1,Fuel or site energy consumption,,,,,,,,r260_newyorklifeinsurance_Scope 1_149,,54,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,,,
energy_00150,r260_newyorklifeinsurance,,,NEW YORK LIFE INSURANCE,Scope 2,Purchased electricity,,,yes,,,,,r260_newyorklifeinsurance_Scope 2_150,,54,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,,,
energy_00151,r261_intel,,,INTEL,Scope 1,Fuel or site energy consumption,,,,,,,,r261_intel_Scope 1_151,,36,INTEL CSR-2024-25-Full-Report.pdf,,,
energy_00152,r261_intel,,,INTEL,Scope 2,Purchased electricity,,,yes,,,,,r261_intel_Scope 2_152,,36,INTEL CSR-2024-25-Full-Report.pdf,,,
energy_00153,r262_tjx公司,,,TJX,Scope 1,Fuel or site energy consumption,,,,,,,,r262_tjx公司_Scope 1_153,,68,tjx-2025-global-corporate-responsibility-report.pdf,,,
energy_00154,r263_novartis,,,NOVARTIS,Scope 2,Purchased electricity,,,yes,,,,,r263_novartis_Scope 2_154,,28,novartis-integrated-report-2024.pdf,,,
energy_00155,r263_novartis,,,NOVARTIS,Scope 1,Fuel or site energy consumption,,,,,,,,r263_novartis_Scope 1_155,,61,novartis-integrated-report-2024.pdf,,,
energy_00156,r264_riotintogroup,,,RIO TINTO GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r264_riotintogroup_Scope 1_156,,74,2024-RIO TINTO GROUP-annual-report.pdf,,,
energy_00157,r264_riotintogroup,,,RIO TINTO GROUP,Scope 2,Purchased electricity,,,yes,,,,,r264_riotintogroup_Scope 2_157,,323,2024-RIO TINTO GROUP-annual-report.pdf,,,
energy_00158,r264_riotintogroup,,,RIO TINTO GROUP,Scope 2,Purchased electricity,,,yes,,,,,r264_riotintogroup_Scope 2_158,,323,2024-RIO TINTO GROUP-annual-report.pdf,,,
energy_00159,r266_prudentialfinancial,,,PRUDENTIAL FINANCIAL,Scope 1,Fuel or site energy consumption,,,,,,,,r266_prudentialfinancial_Scope 1_159,,45,Prudential-s-2024-Sustainability-Report.pdf,,,
energy_00160,r266_prudentialfinancial,,,PRUDENTIAL FINANCIAL,Scope 2,Purchased electricity,,,yes,,,,,r266_prudentialfinancial_Scope 2_160,,45,Prudential-s-2024-Sustainability-Report.pdf,,,
energy_00161,r268_bhpgroup,,,BHP GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r268_bhpgroup_Scope 1_161,,51,250819_bhpannualreport2025.pdf,,,
energy_00162,r268_bhpgroup,,,BHP GROUP,Scope 2,Purchased electricity,,,yes,,,,,r268_bhpgroup_Scope 2_162,,51,250819_bhpannualreport2025.pdf,,,
energy_00163,r269_hp,,,HP,Scope 1,Fuel or site energy consumption,,,,,,,,r269_hp_Scope 1_163,,160,2024_HP_sustainability_report.pdf,,,
energy_00164,r270_unitedairlinesholdings,,,UNITED AIRLINES HOLDINGS,Scope 1,Fuel or site energy consumption,,,,,,,,r270_unitedairlinesholdings_Scope 1_164,,100,2024-UNITED AIRLINES HOLDINGS-report-interactive.pdf,,,
energy_00165,r271_tatamotors,,,TATA MOTORS,Scope 1,Fuel or site energy consumption,,,,,,,,r271_tatamotors_Scope 1_165,,16,tata-motor-IAR-2024-25.pdf,,,
energy_00166,r271_tatamotors,,,TATA MOTORS,Scope 2,Purchased electricity,,,yes,,,,,r271_tatamotors_Scope 2_166,,584,tata-motor-IAR-2024-25.pdf,,,
energy_00167,r271_tatamotors,,,TATA MOTORS,Scope 2,Purchased electricity,,,yes,,,,,r271_tatamotors_Scope 2_167,,85,tata-motor-IAR-2024-25.pdf,,,
energy_00168,r278_americanairlinesgroup,,,AMERICAN AIRLINES GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r278_americanairlinesgroup_Scope 1_168,,92,American-Airlines-Sustainability-Report-2024.pdf,,,
energy_00169,r278_americanairlinesgroup,,,AMERICAN AIRLINES GROUP,Scope 2,Purchased electricity,,,yes,,,,,r278_americanairlinesgroup_Scope 2_169,,92,American-Airlines-Sustainability-Report-2024.pdf,,,
energy_00170,r282_volvo,,,VOLVO,Scope 1,Fuel or site energy consumption,,,,,,,,r282_volvo_Scope 1_170,,157,volvo-group-annual-report-2024.pdf,,,
energy_00171,r283_intesasanpaolo,,,INTESA SANPAOLO,Scope 1,Fuel or site energy consumption,,,,,,,,r283_intesasanpaolo_Scope 1_171,,99,2024_INTESA SANPAOLO-Climate_Report.pdf,,,
energy_00172,r283_intesasanpaolo,,,INTESA SANPAOLO,Scope 2,Purchased electricity,,,yes,,,,,r283_intesasanpaolo_Scope 2_172,,103,2024_INTESA SANPAOLO-Climate_Report.pdf,,,
energy_00173,r283_intesasanpaolo,,,INTESA SANPAOLO,Scope 2,Purchased electricity,,,yes,,,,,r283_intesasanpaolo_Scope 2_173,,99,2024_INTESA SANPAOLO-Climate_Report.pdf,,,
energy_00174,r287_tokiomarineholdings,,,TOKIO MARINE HOLDINGS,Scope 1,Fuel or site energy consumption,,,,,,,,r287_tokiomarineholdings_Scope 1_174,,42,TOKIO MARINE HOLDINGS sustainability_web_2025.pdf,,,
energy_00175,r287_tokiomarineholdings,,,TOKIO MARINE HOLDINGS,Scope 2,Purchased electricity,,,yes,,,,,r287_tokiomarineholdings_Scope 2_175,,42,TOKIO MARINE HOLDINGS sustainability_web_2025.pdf,,,
energy_00176,r289_maerskgroup,,,MAERSK GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r289_maerskgroup_Scope 1_176,,93,Maersk Annual Report 2024.pdf,,,
energy_00177,r289_maerskgroup,,,MAERSK GROUP,Scope 2,Purchased electricity,,,yes,,,,,r289_maerskgroup_Scope 2_177,,89,Maersk Annual Report 2024.pdf,,,
energy_00178,r292_shanghaipudongdevelopmentbank,,,SHANGHAI PUDONG DEVELOPMENT BANK,Scope 1,Fuel or site energy consumption,,,,,,,,r292_shanghaipudongdevelopmentbank_Scope 1_178,,99,,,,
energy_00179,r292_shanghaipudongdevelopmentbank,,,SHANGHAI PUDONG DEVELOPMENT BANK,Scope 2,Purchased electricity,,,yes,,,,,r292_shanghaipudongdevelopmentbank_Scope 2_179,,18,,,,
energy_00180,r294_bankofmontreal,,,BANK OF MONTREAL,Scope 2,Purchased electricity,,,yes,,,,,r294_bankofmontreal_Scope 2_180,,79,BMO_2024_SCR_EN_interactive.pdf,,,
energy_00181,r295_zffriedrichshafen,,,ZF FRIEDRICHSHAFEN,Scope 1,Fuel or site energy consumption,,,,,,,,r295_zffriedrichshafen_Scope 1_181,,68,ZF_AnnualReport24.pdf,,,
energy_00182,r297_sanofi,,,SANOFI,Scope 1,Fuel or site energy consumption,,,,,,,,r297_sanofi_Scope 1_182,,41,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,,,
energy_00183,r297_sanofi,,,SANOFI,Scope 2,Purchased electricity,,,yes,,,,,r297_sanofi_Scope 2_183,,38,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,,,
energy_00184,r297_sanofi,,,SANOFI,Scope 2,Purchased electricity,,,yes,,,,,r297_sanofi_Scope 2_184,,38,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,,,
energy_00185,r304_capitalonefinancial,,,CAPITAL ONE FINANCIAL,Scope 1,Fuel or site energy consumption,,,,,,,,r304_capitalonefinancial_Scope 1_185,,142,,,,
energy_00186,r304_capitalonefinancial,,,CAPITAL ONE FINANCIAL,Scope 2,Purchased electricity,,,yes,,,,,r304_capitalonefinancial_Scope 2_186,,142,,,,
energy_00187,r310_vodafonegroup,,,VODAFONE GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r310_vodafonegroup_Scope 1_187,,38,Vodafone 2025 Annual Report.pdf,,,
energy_00188,r310_vodafonegroup,,,VODAFONE GROUP,Scope 2,Purchased electricity,,,yes,,,,,r310_vodafonegroup_Scope 2_188,,38,Vodafone 2025 Annual Report.pdf,,,
energy_00189,r310_vodafonegroup,,,VODAFONE GROUP,Scope 2,Purchased electricity,,,yes,,,,,r310_vodafonegroup_Scope 2_189,,38,Vodafone 2025 Annual Report.pdf,,,
energy_00190,r313_exor集团,,,EXOR,Scope 1,Fuel or site energy consumption,,,,,,,,r313_exor集团_Scope 1_190,,7,EXOR GROUP Sustainability Report 2023.pdf,,,
energy_00191,r315_unicreditgroup,,,UNICREDIT GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r315_unicreditgroup_Scope 1_191,,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,,
energy_00192,r315_unicreditgroup,,,UNICREDIT GROUP,Scope 2,Purchased electricity,,,yes,,,,,r315_unicreditgroup_Scope 2_192,,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,,
energy_00193,r315_unicreditgroup,,,UNICREDIT GROUP,Scope 2,Purchased electricity,,,yes,,,,,r315_unicreditgroup_Scope 2_193,,271,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,,,
energy_00194,r317_tokyoelectricpower,,,TOKYO ELECTRIC POWER,Scope 1,Fuel or site energy consumption,,,,,,,,r317_tokyoelectricpower_Scope 1_194,,100,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,,,
energy_00195,r317_tokyoelectricpower,,,TOKYO ELECTRIC POWER,Scope 2,Purchased electricity,,,yes,,,,,r317_tokyoelectricpower_Scope 2_195,,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,,,
energy_00196,r322_ingkagroup,,,INGKA GROUP,Scope 2,Purchased electricity,,,yes,,,,,r322_ingkagroup_Scope 2_196,,118,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,,,
energy_00197,r324_americaninternationalgroup,,,AMERICAN INTERNATIONAL GROUP,Scope 1,Fuel or site energy consumption,,,,,,,,r324_americaninternationalgroup_Scope 1_197,,34,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,,
energy_00198,r324_americaninternationalgroup,,,AMERICAN INTERNATIONAL GROUP,Scope 2,Purchased electricity,,,yes,,,,,r324_americaninternationalgroup_Scope 2_198,,34,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,,
energy_00199,r327_talanx公司,,,Talanx,Scope 1,Fuel or site energy consumption,,,,,,,,r327_talanx公司_Scope 1_199,,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,,
energy_00200,r327_talanx公司,,,Talanx,Scope 2,Purchased electricity,,,yes,,,,,r327_talanx公司_Scope 2_200,,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,,
energy_00201,r329_astrazeneca,,,ASTRAZENECA,Scope 1,Fuel or site energy consumption,,,,,,,,r329_astrazeneca_Scope 1_201,,235,AstraZeneca_AR_2024.pdf,,,
energy_00202,r329_astrazeneca,,,ASTRAZENECA,Scope 2,Purchased electricity,,,yes,,,,,r329_astrazeneca_Scope 2_202,,235,AstraZeneca_AR_2024.pdf,,,
energy_00203,r333_tiaa,,,TIAA,Scope 1,Fuel or site energy consumption,,,,,,,,r333_tiaa_Scope 1_203,,34,TIAA climate_report_2024.pdf,,,
energy_00204,r344_continental,,,CONTINENTAL,Scope 2,Purchased electricity,,,yes,,,,,r344_continental_Scope 2_204,,142,CONTINENTAL annual-report-2024.pdf,,,
energy_00205,r344_continental,,,CONTINENTAL,Scope 1,Fuel or site energy consumption,,,,,,,,r344_continental_Scope 1_205,,142,CONTINENTAL annual-report-2024.pdf,,,
energy_00206,r345_raízen公司,,,Raízen,Scope 1,Fuel or site energy consumption,,,,,,,,r345_raízen公司_Scope 1_206,,32,item-1338-raizen-rs24-25-en-d11.pdf,,,
energy_00207,r345_raízen公司,,,Raízen,Scope 2,Purchased electricity,,,yes,,,,,r345_raízen公司_Scope 2_207,,32,item-1338-raizen-rs24-25-en-d11.pdf,,,
energy_00208,r346_dow,,,DOW,Scope 1,Fuel or site energy consumption,,,,,,,,r346_dow_Scope 1_208,,117,DOW-2024-progress-report.pdf,,,
energy_00209,r346_dow,,,DOW,Scope 2,Purchased electricity,,,yes,,,,,r346_dow_Scope 2_209,,115,DOW-2024-progress-report.pdf,,,
energy_00210,r349_fomentoeconómicomexicano公司,,,Fomento Económico Mexicano,Scope 1,Fuel or site energy consumption,,,,,,,,r349_fomentoeconómicomexicano公司_Scope 1_210,,142,FEMSA_2024_Annual_Report.pdf,,,
