ranking_type,rank,available_rank,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,total_mtco2e,scope1_mtco2e,scope2_mtco2e,scope2_method_en,scope3_mtco2e,scope3_boundary_class_en,scope3_boundary_basis_en,selected_evidence_missing_elements,inventory_years,completeness_key,completeness_en,completeness_zh,missing_scopes,strong_row_count,review_required_row_count,conflict_excluded_row_count,duplicate_scope_candidate_count,selected_evidence_pages,selected_source_files,selected_scope_rows,recommended_use_en,recommended_use_zh
complete_comparable,11,16,r486_linde,486,LINDE,林德集团,C,Manufacturing,制造业,48.086,16.47,20.942999999999998,Market-Based,10.673,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,3,1,0,0,99 | 59,2024-LINDE-sustainable-development-report.pdf | linde-2024-sustainable-development-report.pdf,Scope 1:16.47 MtCO2e; year=2024; method=; unit=Metric Tons CO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=99; source=2024-LINDE-sustainable-development-report.pdf || Scope 2:20.942999999999998 MtCO2e; year=2024; method=Market-Based; unit=Metric Tons CO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=59; source=2024-LINDE-sustainable-development-report.pdf || Scope 3:10.673 MtCO2e; year=2024; method=; unit=Metric Tons CO2e; boundary=operational_or_value_chain_scope3; scope3_boundary=operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=99; source=linde-2024-sustainable-development-report.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,12,18,r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,35.79701,0.06371,0.0033,Market-Based,35.73,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,3,3,0,0,99 | 106,Apple_Environmental_Progress_Report_2025.pdf,Scope 1:0.06371 MtCO2e; year=2024; method=; unit=metric tons CO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=99; source=Apple_Environmental_Progress_Report_2025.pdf || Scope 2:0.0033 MtCO2e; year=2024; method=Market-Based; unit=metric tons CO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=99; source=Apple_Environmental_Progress_Report_2025.pdf || Scope 3:35.73 MtCO2e; year=2024; method=; unit=MMT CO2e; boundary=operational_or_value_chain_scope3; scope3_boundary=operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=106; source=Apple_Environmental_Progress_Report_2025.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,13,25,r392_coop集团,392,Coop,Coop,F,Wholesale and Retail Trade,批发和零售业,22.881958,0.203296,0.045606,Market-Based,22.633056,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,4,2,0,1,78 | 79 | 53,COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,Scope 1:0.203296 MtCO2e; year=2024; method=; unit=CO2 equivalent; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=78; source=COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf || Scope 2:0.045606 MtCO2e; year=2024; method=Market-Based; unit=CO2 equivalent; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=79; source=COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf || Scope 3:22.633056 MtCO2e; year=2024; method=; unit=CO2 equivalent; boundary=operational_or_value_chain_scope3; scope3_boundary=operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=53; source=COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,14,26,r008_unitedhealthgroup,8,UNITEDHEALTH GROUP,联合健康集团,J,Finance,金融业,18.349044,0.105782,0.265661,Market-Based,17.977601,financed_emissions_or_pcaf,"Scope 3 evidence text contains PCAF, financed/portfolio/insurance-associated emissions, loans and investments, or Category 15 wording.",,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,3,1,0,0,81 | 82,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,Scope 1:0.105782 MtCO2e; year=2024; method=; unit=MTCO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=81; source=UNITEDHEALTH GROUP—2024-sustainability-report.pdf || Scope 2:0.265661 MtCO2e; year=2024; method=Market-Based; unit=MTCO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=81; source=UNITEDHEALTH GROUP—2024-sustainability-report.pdf || Scope 3:17.977601 MtCO2e; year=2024; method=; unit=MTCO2e; boundary=financed_emissions_or_pcaf; scope3_boundary=financed_emissions_or_pcaf; evidence_status=page_unit_year_value_boundary_traceable; page=82; source=UNITEDHEALTH GROUP—2024-sustainability-report.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,15,29,r352_bestbuy,352,BEST BUY,百思买,F,Wholesale and Retail Trade,批发和零售业,16.000444,0.185561,0.082445,Market-Based,15.732438,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2025,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,4,0,0,1,59,BestBuy-CRS-Report-2025.pdf,Scope 1:0.185561 MtCO2e; year=2025; method=; unit=MTCO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=59; source=BestBuy-CRS-Report-2025.pdf || Scope 2:0.082445 MtCO2e; year=2025; method=Market-Based; unit=MTCO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=59; source=BestBuy-CRS-Report-2025.pdf || Scope 3:15.732438 MtCO2e; year=2025; method=; unit=MTCO2e; boundary=operational_or_value_chain_scope3; scope3_boundary=operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=59; source=BestBuy-CRS-Report-2025.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,16,36,r297_sanofi,297,SANOFI,赛诺菲,C,Manufacturing,制造业,4.196976,0.298485,0.075864,Market-Based,3.822627,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,4,2,0,1,38,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,Scope 1:0.298485 MtCO2e; year=2024; method=; unit=tCO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=38; source=SANOFI-sustainability-statement-2024--ESG-Report-.pdf || Scope 2:0.075864 MtCO2e; year=2024; method=Market-Based; unit=tCO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=38; source=SANOFI-sustainability-statement-2024--ESG-Report-.pdf || Scope 3:3.822627 MtCO2e; year=2024; method=; unit=tCO2e; boundary=operational_or_value_chain_scope3; scope3_boundary=operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=38; source=SANOFI-sustainability-statement-2024--ESG-Report-.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,17,43,r350_telefónica,350,TELEFÓNICA,西班牙电话公司,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,2.237612,0.122874,0.152327,Market-Based,1.962411,operational_or_value_chain_scope3,Non-finance company selected Scope 3 row; no PCAF/financed-emissions boundary signal required for the ranking gate.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,4,0,0,1,206,2024TELEFÓNICA consolidated-management-report.pdf,Scope 1:0.122874 MtCO2e; year=2024; method=; unit=tCO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=206; source=2024TELEFÓNICA consolidated-management-report.pdf || Scope 2:0.152327 MtCO2e; year=2024; method=Market-Based; unit=tCO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=206; source=2024TELEFÓNICA consolidated-management-report.pdf || Scope 3:1.962411 MtCO2e; year=2024; method=; unit=tCO2e; boundary=operational_or_value_chain_scope3; scope3_boundary=operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=206; source=2024TELEFÓNICA consolidated-management-report.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,18,47,r046_centene公司,46,Centene,Centene,J,Finance,金融业,1.230915,0.007825,0.038671,Market-Based,1.184419,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,3,1,0,0,73,Centene-Corporate-Responsibility-2024.pdf,Scope 1:0.007825 MtCO2e; year=2024; method=; unit=mt CO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=73; source=Centene-Corporate-Responsibility-2024.pdf || Scope 2:0.038671 MtCO2e; year=2024; method=Market-Based; unit=mt CO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=73; source=Centene-Corporate-Responsibility-2024.pdf || Scope 3:1.184419 MtCO2e; year=2024; method=; unit=mt CO2e; boundary=finance_operational_or_value_chain_scope3; scope3_boundary=finance_operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=73; source=Centene-Corporate-Responsibility-2024.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,19,61,r260_newyorklifeinsurance,260,NEW YORK LIFE INSURANCE,美国纽约人寿保险公司,J,Finance,金融业,0.142889,0.00957,0.075388,Market-Based,0.057931,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2024,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,3,3,0,0,54,2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,Scope 1:0.00957 MtCO2e; year=2024; method=; unit=MT CO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=54; source=2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf || Scope 2:0.075388 MtCO2e; year=2024; method=Market-Based; unit=MT CO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=54; source=2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf || Scope 3:0.057931 MtCO2e; year=2024; method=; unit=MT CO2e; boundary=finance_operational_or_value_chain_scope3; scope3_boundary=finance_operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=54; source=2024NEW YORK LIFE INSURANCE Corporate-Responsibility-Report.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
complete_comparable,20,69,r327_talanx公司,327,Talanx,Talanx,J,Finance,金融业,0.037881,0.012627,0.012627,Market-Based,0.012627,finance_operational_or_value_chain_scope3,Finance-sector company with Scope 3 evidence that appears operational or value-chain rather than PCAF financed-emissions evidence.,,2022,complete_scope123_strong_evidence_total,Complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,完整 Scope 1 + 选定 Scope 2 + Scope 3 强证据总量。,,3,0,0,0,32,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,Scope 1:0.012627 MtCO2e; year=2022; method=; unit=tCO2e; boundary=corporate_direct_scope1_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=32; source=Talanx_Nachhaltigkeitsbericht_2023_en.pdf || Scope 2:0.012627 MtCO2e; year=2022; method=Market-Based; unit=tCO2e; boundary=corporate_energy_indirect_scope2_inventory; evidence_status=page_unit_year_value_boundary_traceable; page=32; source=Talanx_Nachhaltigkeitsbericht_2023_en.pdf || Scope 3:0.012627 MtCO2e; year=2022; method=; unit=tCO2e; boundary=finance_operational_or_value_chain_scope3; scope3_boundary=finance_operational_or_value_chain_scope3; evidence_status=page_unit_year_value_boundary_traceable; page=32; source=Talanx_Nachhaltigkeitsbericht_2023_en.pdf,Accepted comparable ranking row: complete Scope 1 + selected Scope 2 + Scope 3 strong-evidence total.,可采信可比排行行：Scope 1 + 选定 Scope 2 + Scope 3 均通过强证据门禁。
