queue_id,priority_rank,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,report_id,report_title,inventory_year,scope3_category_code,scope3_category_en,current_screening_status,current_reported_value_mtco2e,current_evidence_page,missing_or_conflict_type,relevance_basis_en,quantitative_share_percent,source_layer,source_file,review_decision,corrected_value_mtco2e,corrected_status,corrected_evidence_page,reviewer_note,confidence_level
scope3_screen_01383,1383,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01384,1384,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01385,1385,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01386,1386,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01387,1387,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01388,1388,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01389,1389,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01390,1390,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01391,1391,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01392,1392,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01393,1393,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01394,1394,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01395,1395,r093_saicmotor,93,SAIC MOTOR,上海汽车集团股份有限公司,C,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01396,1396,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01397,1397,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01398,1398,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01399,1399,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01400,1400,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01401,1401,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01402,1402,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01403,1403,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01404,1404,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01405,1405,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01406,1406,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01407,1407,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01408,1408,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01409,1409,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01410,1410,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,J,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01411,1411,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01412,1412,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01413,1413,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01414,1414,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01415,1415,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01416,1416,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01417,1417,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01418,1418,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01419,1419,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01420,1420,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01421,1421,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01422,1422,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01423,1423,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01424,1424,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01425,1425,r095_lifeinsurancecorpofindia,95,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,J,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01426,1426,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01427,1427,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01428,1428,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01429,1429,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01430,1430,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01431,1431,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01432,1432,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01433,1433,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01434,1434,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01435,1435,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01436,1436,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01437,1437,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01438,1438,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01439,1439,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01440,1440,r096_nestlé,96,NESTLÉ,雀巢公司,C,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01441,1441,r097_enel,97,ENEL,意大利国家电力公司,I,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01442,1442,r097_enel,97,ENEL,意大利国家电力公司,I,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01443,1443,r097_enel,97,ENEL,意大利国家电力公司,I,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01444,1444,r097_enel,97,ENEL,意大利国家电力公司,I,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01445,1445,r097_enel,97,ENEL,意大利国家电力公司,I,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01446,1446,r097_enel,97,ENEL,意大利国家电力公司,I,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01447,1447,r097_enel,97,ENEL,意大利国家电力公司,I,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01448,1448,r097_enel,97,ENEL,意大利国家电力公司,I,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01449,1449,r097_enel,97,ENEL,意大利国家电力公司,I,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01450,1450,r097_enel,97,ENEL,意大利国家电力公司,I,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01451,1451,r097_enel,97,ENEL,意大利国家电力公司,I,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01452,1452,r097_enel,97,ENEL,意大利国家电力公司,I,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01453,1453,r097_enel,97,ENEL,意大利国家电力公司,I,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01454,1454,r097_enel,97,ENEL,意大利国家电力公司,I,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01455,1455,r097_enel,97,ENEL,意大利国家电力公司,I,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01456,1456,r098_eni,98,ENI,埃尼石油公司,D,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01457,1457,r098_eni,98,ENI,埃尼石油公司,D,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01458,1458,r098_eni,98,ENI,埃尼石油公司,D,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01459,1459,r098_eni,98,ENI,埃尼石油公司,D,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01460,1460,r098_eni,98,ENI,埃尼石油公司,D,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01461,1461,r098_eni,98,ENI,埃尼石油公司,D,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01462,1462,r098_eni,98,ENI,埃尼石油公司,D,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01463,1463,r098_eni,98,ENI,埃尼石油公司,D,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01464,1464,r098_eni,98,ENI,埃尼石油公司,D,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01465,1465,r098_eni,98,ENI,埃尼石油公司,D,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01466,1466,r098_eni,98,ENI,埃尼石油公司,D,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01467,1467,r098_eni,98,ENI,埃尼石油公司,D,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01468,1468,r098_eni,98,ENI,埃尼石油公司,D,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01469,1469,r098_eni,98,ENI,埃尼石油公司,D,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01470,1470,r098_eni,98,ENI,埃尼石油公司,D,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01471,1471,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01472,1472,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01473,1473,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01474,1474,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01475,1475,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01476,1476,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01477,1477,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01478,1478,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01479,1479,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01480,1480,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01481,1481,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01482,1482,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01483,1483,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01484,1484,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01485,1485,r099_petrobras,99,PETROBRAS,巴西国家石油公司,D,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01486,1486,r100_sk集团,100,SK,SK,D,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01487,1487,r100_sk集团,100,SK,SK,D,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01488,1488,r100_sk集团,100,SK,SK,D,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01489,1489,r100_sk集团,100,SK,SK,D,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01490,1490,r100_sk集团,100,SK,SK,D,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01491,1491,r100_sk集团,100,SK,SK,D,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01492,1492,r100_sk集团,100,SK,SK,D,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01493,1493,r100_sk集团,100,SK,SK,D,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01494,1494,r100_sk集团,100,SK,SK,D,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01495,1495,r100_sk集团,100,SK,SK,D,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01496,1496,r100_sk集团,100,SK,SK,D,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01497,1497,r100_sk集团,100,SK,SK,D,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01498,1498,r100_sk集团,100,SK,SK,D,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01499,1499,r100_sk集团,100,SK,SK,D,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01500,1500,r100_sk集团,100,SK,SK,D,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01501,1501,r101_eon,101,E.ON,意昂集团,D,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01502,1502,r101_eon,101,E.ON,意昂集团,D,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01503,1503,r101_eon,101,E.ON,意昂集团,D,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01504,1504,r101_eon,101,E.ON,意昂集团,D,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01505,1505,r101_eon,101,E.ON,意昂集团,D,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01506,1506,r101_eon,101,E.ON,意昂集团,D,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01507,1507,r101_eon,101,E.ON,意昂集团,D,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01508,1508,r101_eon,101,E.ON,意昂集团,D,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01509,1509,r101_eon,101,E.ON,意昂集团,D,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01510,1510,r101_eon,101,E.ON,意昂集团,D,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01511,1511,r101_eon,101,E.ON,意昂集团,D,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01512,1512,r101_eon,101,E.ON,意昂集团,D,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01513,1513,r101_eon,101,E.ON,意昂集团,D,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01514,1514,r101_eon,101,E.ON,意昂集团,D,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01515,1515,r101_eon,101,E.ON,意昂集团,D,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01516,1516,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,1,Category 1 Purchased goods and services,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01517,1517,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,2,Category 2 Capital goods,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01518,1518,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,3,Category 3 Fuel- and energy-related activities,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01519,1519,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,4,Category 4 Upstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01520,1520,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,5,Category 5 Waste generated in operations,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01521,1521,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,6,Category 6 Business travel,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01522,1522,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,7,Category 7 Employee commuting,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01523,1523,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,8,Category 8 Upstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01524,1524,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,9,Category 9 Downstream transportation and distribution,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01525,1525,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,10,Category 10 Processing of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01526,1526,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,11,Category 11 Use of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01527,1527,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,12,Category 12 End-of-life treatment of sold products,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01528,1528,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,13,Category 13 Downstream leased assets,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01529,1529,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,14,Category 14 Franchises,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
scope3_screen_01530,1530,r102_gazprom,102,GAZPROM,俄罗斯天然气工业股份公司,D,,,,15,Category 15 Investments,not_assessed,,,missing_screening_status,,,missing_screening,,,,,,,
