source_gap_priority_rank,company_id,company_name_en,company_name_zh,rank,world500_rank,readiness_status,missing_workstreams,missing_requirement_keys,scope_candidate_count,scope3_candidate_count,scope3_category_count,source_file,source_path,page,snippet_or_recognition_basis,recognition_basis,acceptance_status,recommended_action,confirmed_source_file,confirmed_source_path,confirmed_report_year,reviewer_decision,reviewer_note
417,r285_shaanxiyanchangpetroleumgroup,SHAANXI YANCHANG PETROLEUM (GROUP),陕西延长石油（集团）有限责任公司,285,285,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
418,r288_nike,NIKE,耐克公司,288,288,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
419,r291_greenlandholdinggroup,GREENLAND HOLDING GROUP,绿地控股集团股份有限公司,291,291,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
352,r292_shanghaipudongdevelopmentbank,SHANGHAI PUDONG DEVELOPMENT BANK,上海浦东发展银行股份有限公司,292,292,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
420,r293_louisdreyfus,LOUIS DREYFUS,路易达孚集团,293,293,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
421,r296_kb金融集团,KB金融集团,KB金融集团,296,296,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
422,r299_oracle,ORACLE,甲骨文公司,299,299,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
423,r300_jinchuangroup,JINCHUAN GROUP,金川集团股份有限公司,300,300,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
424,r303_enterpriseproductspartners公司,Enterprise Products Partners公司,Enterprise Products Partners公司,303,303,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
353,r304_capitalonefinancial,CAPITAL ONE FINANCIAL,第一资本金融公司,304,304,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
425,r306_hdfc银行,HDFC银行,HDFC银行,306,306,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
426,r307_chinanationalbuildingmaterialgroup,CHINA NATIONAL BUILDING MATERIAL GROUP,中国建材集团有限公司,307,307,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
427,r309_chinastateshipbuilding,CHINA STATE SHIPBUILDING,中国船舶集团有限公司,309,309,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
428,r312_landesbankbadenwürttemberg,LANDESBANK BADEN-WÜRTTEMBERG,德国巴登-符腾堡州银行,312,312,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
429,r314_jingyegroup,JINGYE GROUP,敬业集团有限公司,314,314,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
354,r316_energiebadenwürttemberg,ENERGIE BADEN-WÜRTTEMBERG,巴登-符腾堡州能源公司,316,316,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
430,r321_hd现代公司,HD现代公司,HD现代公司,321,321,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
431,r325_softbankgroup,SOFTBANK GROUP,软银集团,325,325,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
432,r328_américamóvil,AMÉRICA MÓVIL,美洲电信,328,328,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
433,r330_zhejiangcommunicationsinvestmentgroup,ZHEJIANG COMMUNICATIONS INVESTMENT GROUP,浙江省交通投资集团有限公司,330,330,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
434,r331_chinapacificinsurancegroup,CHINA PACIFIC INSURANCE (GROUP),中国太平洋保险(集团)股份有限公司,331,331,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
435,r332_cocacola,COCA-COLA,可口可乐公司,332,332,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
436,r336_chinahuadian,CHINA HUADIAN,中国华电集团有限公司,336,336,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
437,r337_créditmutuelgroup,CRÉDIT MUTUEL GROUP,法国国民互助信贷银行集团,337,337,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
438,r338_msandad保险集团控股有限公司,MS&AD保险集团控股有限公司,MS&AD保险集团控股有限公司,338,338,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
439,r340_susunconstructiongroup,SUSUN CONSTRUCTION GROUP,苏商建设集团有限公司,340,340,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
440,r341_sncfgroup,SNCF GROUP,法国国营铁路集团,341,341,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
441,r343_chinasouthindustriesgroup,CHINA SOUTH INDUSTRIES GROUP,中国兵器装备集团公司,343,343,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
442,r347_georgeweston,GEORGE WESTON,乔治威斯顿公司,347,347,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
443,r351_chinaminshengbanking,CHINA MINSHENG BANKING,中国民生银行股份有限公司,351,351,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
444,r354_shanghaiconstructiongroup,SHANGHAI CONSTRUCTION GROUP,上海建工集团股份有限公司,354,354,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
445,r355_lg化学公司,LG化学公司,LG化学公司,355,355,source_gap,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,0,0,0,,,,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。,source_gap,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,,,,,
