activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r122_carrefour,CARREFOUR,家乐福,,,,,,家乐福,,company::r122_carrefour,Company,,,,,,,122
,,,,,,,,,,,r122_carrefour__20240__other,matched_manual,report::r122_carrefour__20240__other,Report,584,r122_carrefour__20240__other,,,Carrefour_2024_Universal_Registration_Document.pdf,,
,,,,,,,,,,,Carrefour_2024_Universal_Registration_Document.pdf,,source::Carrefour_2024_Universal_Registration_Document.pdf,SourceFile,,,,,Carrefour_2024_Universal_Registration_Document.pdf,,
,,,r129_chinafawgroup,CHINA FAW GROUP,中国第一汽车集团有限公司,,,,,,中国第一汽车集团有限公司,,company::r129_chinafawgroup,Company,,,,,,,129
,,,,,,,,,,,r129_chinafawgroup__20240__other,matched_manual,report::r129_chinafawgroup__20240__other,Report,0,r129_chinafawgroup__20240__other,,,China_FAW_2024_Green_Development_Report.pdf,,
,,,,,,,,,,,China_FAW_2024_Green_Development_Report.pdf,,source::China_FAW_2024_Green_Development_Report.pdf,SourceFile,,,,,China_FAW_2024_Green_Development_Report.pdf,,
,,,r149_procterandgamble,PROCTER & GAMBLE,宝洁公司,,,,,,宝洁公司,,company::r149_procterandgamble,Company,,,,,,,149
,,,,,,,,,,,r149_procterandgamble__20240__annualreport,matched_manual,report::r149_procterandgamble__20240__annualreport,Report,92,r149_procterandgamble__20240__annualreport,,,PG_2024_Annual_Report.pdf,,
,,,,,,,,,,,PG_2024_Annual_Report.pdf,,source::PG_2024_Annual_Report.pdf,SourceFile,,,,,PG_2024_Annual_Report.pdf,,
,,,r156_uspostalservice,U.S. POSTAL SERVICE,美国邮政,,,,,,美国邮政,,company::r156_uspostalservice,Company,,,,,,,156
,,,,,,,,,,,r156_uspostalservice__20240__impactreport,matched_manual,report::r156_uspostalservice__20240__impactreport,Report,16,r156_uspostalservice__20240__impactreport,,,usps-impact-report-2024.pdf,,
,,,,,,,,,,,usps-impact-report-2024.pdf,,source::usps-impact-report-2024.pdf,SourceFile,,,,,usps-impact-report-2024.pdf,,
,,,r178_statebankofindia,STATE BANK OF INDIA,印度国家银行,,,,,,印度国家银行,,company::r178_statebankofindia,Company,,,,,,,178
,,,,,,,,,,,r178_statebankofindia__20240__annualreport,matched_manual,report::r178_statebankofindia__20240__annualreport,Report,364,r178_statebankofindia__20240__annualreport,,,State_Bank_of_India_Annual_Report_2024.pdf,,
