evidence_page,relation,source,target
238,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121,assurance::Report disclosure
,has_calculation_method,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121,calc_method::Hybrid method
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121,activity::Value-chain activities
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0121,scope3::1.0
238,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0122
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0122,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0122,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0122,assurance::Report disclosure
,has_calculation_method,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0122,calc_method::Hybrid method
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0122,scope3::1.0
238,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0123
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0123,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0123,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0123,assurance::Report disclosure
,has_calculation_method,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0123,calc_method::Hybrid method
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p238__scope_3__0123,scope3::11.0
239,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p239__scope_2__0124
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p239__scope_2__0124,scope::Scope 2
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p239__scope_2__0124,data_source::Secondary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p239__scope_2__0124,assurance::Report disclosure
,has_calculation_method,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p239__scope_2__0124,calc_method::Location-based
242,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p242__scope_1__0125
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p242__scope_1__0125,scope::Scope 1
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p242__scope_1__0125,data_source::Secondary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p242__scope_1__0125,assurance::Report disclosure
243,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p243__inventory__0126
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p243__inventory__0126,data_source::Estimated data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p243__inventory__0126,assurance::Report disclosure
,has_calculation_method,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p243__inventory__0126,calc_method::Market-based
245,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p245__inventory__0127
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p245__inventory__0127,data_source::Estimated data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p245__inventory__0127,assurance::Report disclosure
259,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p259__inventory__0128
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p259__inventory__0128,data_source::Estimated data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p259__inventory__0128,assurance::Validation
301,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p301__inventory__0129
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p301__inventory__0129,data_source::Estimated data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p301__inventory__0129,assurance::Report disclosure
302,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p302__inventory__0130
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p302__inventory__0130,data_source::Estimated data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p302__inventory__0130,assurance::Report disclosure
13,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_1__0131
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_1__0131,scope::Scope 1
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_1__0131,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_1__0131,assurance::Report disclosure
13,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_3__0132
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_3__0132,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_3__0132,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p13__scope_3__0132,assurance::Report disclosure
14,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0133
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0133,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0133,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0133,assurance::Report disclosure
14,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0134
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0134,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0134,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0134,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0134,activity::Use of sold products
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0134,scope3::11.0
14,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0135
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0135,scope::Scope 3
,has_data_source_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0135,data_source::Primary data
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0135,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p14__scope_3__0135,scope3::11.0
44,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_1__0136
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_1__0136,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_1__0136,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_1__0136,activity::Value-chain activities
44,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_3__0137
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_3__0137,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_3__0137,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p44__scope_3__0137,activity::Value-chain activities
61,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0138
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0138,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0138,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0138,scope3::1.0
61,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0139
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0139,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0139,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_1__0139,scope3::15.0
61,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0140
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0140,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0140,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0140,scope3::1.0
61,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0141
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0141,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0141,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_2__0141,scope3::15.0
61,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0142
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0142,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0142,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0142,scope3::1.0
61,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0143
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0143,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0143,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p61__scope_3__0143,scope3::15.0
67,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0144
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0144,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0144,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0144,scope3::1.0
67,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0145
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0145,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0145,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_1__0145,scope3::15.0
67,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0146
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0146,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0146,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0146,scope3::1.0
67,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0147
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0147,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0147,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_2__0147,scope3::15.0
67,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0148
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0148,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0148,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0148,scope3::1.0
67,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0149
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0149,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0149,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p67__scope_3__0149,scope3::15.0
68,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p68__scope_1__0150
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p68__scope_1__0150,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p68__scope_1__0150,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p68__scope_1__0150,scope3::15.0
70,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p70__scope_2__0151
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p70__scope_2__0151,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p70__scope_2__0151,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p70__scope_2__0151,activity::Process emissions
159,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0152
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0152,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0152,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0152,activity::Value-chain activities
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0152,scope3::1.0
159,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0153
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0153,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0153,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0153,scope3::1.0
159,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0154
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0154,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0154,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_1__0154,scope3::15.0
159,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0155
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0155,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0155,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0155,activity::Value-chain activities
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0155,scope3::1.0
159,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0156
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0156,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0156,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0156,scope3::1.0
159,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0157
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0157,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0157,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p159__scope_3__0157,scope3::15.0
176,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0158
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0158,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0158,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0158,scope3::1.0
176,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0159
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0159,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0159,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_1__0159,scope3::15.0
176,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0160
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0160,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0160,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0160,scope3::1.0
176,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0161
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0161,scope::Scope 2
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0161,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_2__0161,scope3::15.0
176,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0162
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0162,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0162,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0162,scope3::1.0
176,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0163
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0163,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0163,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p176__scope_3__0163,scope3::15.0
181,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p181__scope_3__0164
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p181__scope_3__0164,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p181__scope_3__0164,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p181__scope_3__0164,activity::Value-chain activities
182,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0165
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0165,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0165,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0165,activity::Value-chain activities
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0165,scope3::1.0
182,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0166
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0166,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0166,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0166,scope3::1.0
182,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0167
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0167,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0167,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_1__0167,scope3::15.0
182,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0168
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0168,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0168,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0168,activity::Value-chain activities
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0168,scope3::1.0
182,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0169
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0169,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0169,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0169,scope3::1.0
182,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0170
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0170,scope::Scope 3
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0170,assurance::Report disclosure
,has_scope3_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p182__scope_3__0170,scope3::15.0
192,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p192__scope_1__0171
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p192__scope_1__0171,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p192__scope_1__0171,assurance::Report disclosure
,has_boundary_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p192__scope_1__0171,boundary::Operational control
235,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0172
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0172,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0172,assurance::Report disclosure
,has_boundary_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0172,boundary::Operational control
235,documents_methodology,report::r036_fordmotor__20250__sustainabilityreport,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0173
,for_scope,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0173,scope::Scope 1
,has_assurance_stage,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0173,assurance::Report disclosure
,has_activity_category,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0173,activity::Value-chain activities
,has_boundary_type,methodology::batch_02__r036_fordmotor__20250__sustainabilityreport__p235__scope_1__0173,boundary::Operational control
