evidence_page,relation,source,target
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,calc_method::Market-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,activity::Business travel
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0004,scope3::6.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0005
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0005,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0005,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0005,calc_method::Market-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0005,activity::Value-chain activities
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0005,scope3::1.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0006
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0006,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0006,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0006,calc_method::Market-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0006,scope3::1.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0007
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0007,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0007,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0007,calc_method::Market-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0007,scope3::5.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0008
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0008,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0008,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0008,calc_method::Market-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_1__0008,scope3::6.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0009
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0009,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0009,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0009,calc_method::Market-based
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0010
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0010,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0010,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0010,calc_method::Market-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0010,activity::Waste in operations
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0010,scope3::5.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0011
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0011,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0011,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0011,calc_method::Market-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0011,activity::Business travel
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0011,scope3::6.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0012
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0012,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0012,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0012,calc_method::Market-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0012,activity::Value-chain activities
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0012,scope3::1.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0013
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0013,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0013,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0013,calc_method::Market-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0013,scope3::1.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0014
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0014,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0014,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0014,calc_method::Market-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0014,scope3::5.0
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0015
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0015,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0015,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0015,calc_method::Market-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__scope_3__0015,scope3::6.0
37,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0016
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0016,scope::Scope 2
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0016,data_source::Secondary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0016,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0016,calc_method::Market-based
37,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0017
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0017,scope::Scope 2
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0017,data_source::Secondary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0017,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0017,calc_method::Market-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__scope_2__0017,activity::Purchased electricity
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0018
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0018,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0018,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0018,calc_method::Spend-based
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0019
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0019,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0019,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0019,calc_method::Spend-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0019,activity::Business travel
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0019,scope3::6.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0020
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0020,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0020,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0020,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0020,scope3::1.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0021
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0021,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0021,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0021,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0021,scope3::6.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0022
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0022,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0022,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0022,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_1__0022,scope3::11.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0023
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0023,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0023,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0023,calc_method::Spend-based
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0024
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0024,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0024,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0024,calc_method::Spend-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0024,activity::Business travel
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0024,scope3::6.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0025
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0025,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0025,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0025,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0025,scope3::1.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0026
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0026,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0026,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0026,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0026,scope3::6.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0027
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0027,scope::Scope 3
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0027,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0027,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__scope_3__0027,scope3::11.0
131,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_1__0028
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_1__0028,scope::Scope 1
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_1__0028,assurance::Report disclosure
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_1__0028,activity::Stationary emission source
131,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_2__0029
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_2__0029,scope::Scope 2
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_2__0029,assurance::Report disclosure
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p131__scope_2__0029,activity::Stationary emission source
5,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0030
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0030,scope::Scope 3
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0030,data_source::Primary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0030,assurance::Report disclosure
5,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0031
,for_scope,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0031,scope::Scope 3
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0031,data_source::Primary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0031,assurance::Report disclosure
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p5__scope_3__0031,activity::Value-chain activities
30,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p30__inventory__0032
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p30__inventory__0032,data_source::Derived data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p30__inventory__0032,assurance::Report disclosure
36,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__inventory__0033
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__inventory__0033,data_source::Primary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__inventory__0033,assurance::Assurance
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p36__inventory__0033,calc_method::Location-based
37,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0034
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0034,data_source::Estimated data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0034,assurance::Report disclosure
37,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0035
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0035,data_source::Estimated data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0035,assurance::Report disclosure
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p37__inventory__0035,activity::Mobile emission source
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0036
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0036,data_source::Secondary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0036,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0036,calc_method::Spend-based
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0037
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0037,data_source::Secondary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0037,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0037,calc_method::Spend-based
,has_activity_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0037,activity::Business travel
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0037,scope3::6.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0038
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0038,data_source::Secondary data
,has_assurance_stage,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0038,assurance::Report disclosure
,has_calculation_method,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0038,calc_method::Spend-based
,has_scope3_category,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0038,scope3::1.0
38,documents_methodology,report::r498_瑞士abb集团__20240__sustainabilityreport,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0039
,has_data_source_type,methodology::batch_15__r498_瑞士abb集团__20240__sustainabilityreport__p38__inventory__0039,data_source::Secondary data
