activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r324_americaninternationalgroup,AMERICAN INTERNATIONAL GROUP,美国国际集团,,,,,,美国国际集团,,company::r324_americaninternationalgroup,Company,,,,,,,324
,,,,,,,,,,,r324_americaninternationalgroup__20240__sustainabilityreport,matched_auto_high,report::r324_americaninternationalgroup__20240__sustainabilityreport,Report,79,r324_americaninternationalgroup__20240__sustainabilityreport,,,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,
,,,,,,,,,,,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,source::AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,SourceFile,,,,,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,,
,,,r326_sinomach,SINOMACH,中国机械工业集团有限公司,,,,,,中国机械工业集团有限公司,,company::r326_sinomach,Company,,,,,,,326
,,,,,,,,,,,r326_sinomach__20240__other,matched_auto_high,report::r326_sinomach__20240__other,Report,50,r326_sinomach__20240__other,,,中国机械工业集团有限公司社会责任报告 2024.pdf,,
,,,,,,,,,,,中国机械工业集团有限公司社会责任报告 2024.pdf,,source::中国机械工业集团有限公司社会责任报告 2024.pdf,SourceFile,,,,,中国机械工业集团有限公司社会责任报告 2024.pdf,,
,,,r327_talanx公司,Talanx公司,Talanx公司,,,,,,Talanx公司,,company::r327_talanx公司,Company,,,,,,,327
,,,,,,,,,,,r327_talanx公司__20230__other,matched_auto_high,report::r327_talanx公司__20230__other,Report,89,r327_talanx公司__20230__other,,,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,
,,,,,,,,,,,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,source::Talanx_Nachhaltigkeitsbericht_2023_en.pdf,SourceFile,,,,,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,,
,,,r329_astrazeneca,ASTRAZENECA,阿斯利康,,,,,,阿斯利康,,company::r329_astrazeneca,Company,,,,,,,329
,,,,,,,,,,,r329_astrazeneca__20240__other,matched_auto_high,report::r329_astrazeneca__20240__other,Report,248,r329_astrazeneca__20240__other,,,AstraZeneca_AR_2024.pdf,,
,,,,,,,,,,,AstraZeneca_AR_2024.pdf,,source::AstraZeneca_AR_2024.pdf,SourceFile,,,,,AstraZeneca_AR_2024.pdf,,
,,,r334_caixaeconômicafederal,CAIXA ECONÔMICA FEDERAL,巴西联邦储蓄银行,,,,,,巴西联邦储蓄银行,,company::r334_caixaeconômicafederal,Company,,,,,,,334
,,,,,,,,,,,r334_caixaeconômicafederal__20240__other,matched_auto_high,report::r334_caixaeconômicafederal__20240__other,Report,207,r334_caixaeconômicafederal__20240__other,,,CAIXA ECONÔMICA FEDERAL relatorio-sustentabilidade-2024.pdf,,
,,,,,,,,,,,CAIXA ECONÔMICA FEDERAL relatorio-sustentabilidade-2024.pdf,,source::CAIXA ECONÔMICA FEDERAL relatorio-sustentabilidade-2024.pdf,SourceFile,,,,,CAIXA ECONÔMICA FEDERAL relatorio-sustentabilidade-2024.pdf,,
,,,r335_chs公司,CHS公司,CHS公司,,,,,,CHS公司,,company::r335_chs公司,Company,,,,,,,335
,,,,,,,,,,,r335_chs公司__20240__sustainabilityreport,matched_auto_high,report::r335_chs公司__20240__sustainabilityreport,Report,49,r335_chs公司__20240__sustainabilityreport,,,CHS Sustainability Report2024.pdf,,
,,,,,,,,,,,CHS Sustainability Report2024.pdf,,source::CHS Sustainability Report2024.pdf,SourceFile,,,,,CHS Sustainability Report2024.pdf,,
,,,r339_hyundaimobis,HYUNDAI MOBIS,现代摩比斯公司,,,,,,现代摩比斯公司,,company::r339_hyundaimobis,Company,,,,,,,339
,,,,,,,,,,,r339_hyundaimobis__20250__sustainabilityreport,matched_auto_high,report::r339_hyundaimobis__20250__sustainabilityreport,Report,167,r339_hyundaimobis__20250__sustainabilityreport,,,HYUNDAI MOBIS sustainability report 2025.pdf,,
,,,,,,,,,,,HYUNDAI MOBIS sustainability report 2025.pdf,,source::HYUNDAI MOBIS sustainability report 2025.pdf,SourceFile,,,,,HYUNDAI MOBIS sustainability report 2025.pdf,,
,,,r342_bristolmyerssquibb,BRISTOL-MYERS SQUIBB,百时美施贵宝公司,,,,,,百时美施贵宝公司,,company::r342_bristolmyerssquibb,Company,,,,,,,342
,,,,,,,,,,,r342_bristolmyerssquibb__20240__other,matched_auto_high,report::r342_bristolmyerssquibb__20240__other,Report,81,r342_bristolmyerssquibb__20240__other,,,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,,
,,,,,,,,,,,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,,source::BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,SourceFile,,,,,BRISTOL-MYERS SQUIBB BMS-Building-a-Better-Future-Report-2024.pdf,,
,,,r344_continental,CONTINENTAL,德国大陆集团,,,,,,德国大陆集团,,company::r344_continental,Company,,,,,,,344
,,,,,,,,,,,r344_continental__20240__annualreport,matched_auto_high,report::r344_continental__20240__annualreport,Report,340,r344_continental__20240__annualreport,,,CONTINENTAL annual-report-2024.pdf,,
,,,,,,,,,,,CONTINENTAL annual-report-2024.pdf,,source::CONTINENTAL annual-report-2024.pdf,SourceFile,,,,,CONTINENTAL annual-report-2024.pdf,,
,,,r350_telefónica,TELEFÓNICA,西班牙电话公司,,,,,,西班牙电话公司,,company::r350_telefónica,Company,,,,,,,350
,,,,,,,,,,,r350_telefónica__20240__other,matched_auto_high,report::r350_telefónica__20240__other,Report,407,r350_telefónica__20240__other,,,2024TELEFÓNICA consolidated-management-report.pdf,,
,,,,,,,,,,,2024TELEFÓNICA consolidated-management-report.pdf,,source::2024TELEFÓNICA consolidated-management-report.pdf,SourceFile,,,,,2024TELEFÓNICA consolidated-management-report.pdf,,
,,,r352_bestbuy,BEST BUY,百思买,,,,,,百思买,,company::r352_bestbuy,Company,,,,,,,352
,,,,,,,,,,,r352_bestbuy__20250__other,matched_auto_high,report::r352_bestbuy__20250__other,Report,65,r352_bestbuy__20250__other,,,BestBuy-CRS-Report-2025.pdf,,
,,,,,,,,,,,BestBuy-CRS-Report-2025.pdf,,source::BestBuy-CRS-Report-2025.pdf,SourceFile,,,,,BestBuy-CRS-Report-2025.pdf,,
,,,r353_woolworthsgroup,WOOLWORTHS GROUP,伍尔沃斯集团,,,,,,伍尔沃斯集团,,company::r353_woolworthsgroup,Company,,,,,,,353
,,,,,,,,,,,r353_woolworthsgroup__20250__sustainabilityreport,matched_auto_high,report::r353_woolworthsgroup__20250__sustainabilityreport,Report,42,r353_woolworthsgroup__20250__sustainabilityreport,,,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,,
,,,,,,,,,,,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,,source::2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,SourceFile,,,,,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,,
,,,r356_thermofisherscientific,THERMO FISHER SCIENTIFIC,赛默飞世尔科技公司,,,,,,赛默飞世尔科技公司,,company::r356_thermofisherscientific,Company,,,,,,,356
,,,,,,,,,,,r356_thermofisherscientific__20230__other,matched_auto_high,report::r356_thermofisherscientific__20230__other,Report,88,r356_thermofisherscientific__20230__other,,,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,,
,,,,,,,,,,,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,,source::2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,SourceFile,,,,,2023-THERMO FISHER SCIENTIFIC-CSR-Report.pdf,,
,,,r359_massachusettsmutuallifeinsurance,MASSACHUSETTS MUTUAL LIFE INSURANCE,万通互惠理财公司,,,,,,万通互惠理财公司,,company::r359_massachusettsmutuallifeinsurance,Company,,,,,,,359
,,,,,,,,,,,r359_massachusettsmutuallifeinsurance__20240__sustainabilityreport,matched_auto_high,report::r359_massachusettsmutuallifeinsurance__20240__sustainabilityreport,Report,40,r359_massachusettsmutuallifeinsurance__20240__sustainabilityreport,,,2024-MASSACHUSETTS MUTUAL LIFE INSURANCE-sustainabilityreport.pdf,,
,,,,,,,,,,,2024-MASSACHUSETTS MUTUAL LIFE INSURANCE-sustainabilityreport.pdf,,source::2024-MASSACHUSETTS MUTUAL LIFE INSURANCE-sustainabilityreport.pdf,SourceFile,,,,,2024-MASSACHUSETTS MUTUAL LIFE INSURANCE-sustainabilityreport.pdf,,
,,,r365_travelers公司,Travelers公司,Travelers公司,,,,,,Travelers公司,,company::r365_travelers公司,Company,,,,,,,365
,,,,,,,,,,,r365_travelers公司__20240__sustainabilityreport,matched_auto_high,report::r365_travelers公司__20240__sustainabilityreport,Report,208,r365_travelers公司__20240__sustainabilityreport,,,Travelers_SustainabilityReport2024.pdf,,
,,,,,,,,,,,Travelers_SustainabilityReport2024.pdf,,source::Travelers_SustainabilityReport2024.pdf,SourceFile,,,,,Travelers_SustainabilityReport2024.pdf,,
,,,r366_warnerbrosdiscovery,WARNER BROS. DISCOVERY,华纳兄弟探索公司,,,,,,华纳兄弟探索公司,,company::r366_warnerbrosdiscovery,Company,,,,,,,366
,,,,,,,,,,,r366_warnerbrosdiscovery__20240__impactreport,matched_auto_high,report::r366_warnerbrosdiscovery__20240__impactreport,Report,57,r366_warnerbrosdiscovery__20240__impactreport,,,WARNER BROS. DISCOVERY_2024_impact_report.pdf,,
,,,,,,,,,,,WARNER BROS. DISCOVERY_2024_impact_report.pdf,,source::WARNER BROS. DISCOVERY_2024_impact_report.pdf,SourceFile,,,,,WARNER BROS. DISCOVERY_2024_impact_report.pdf,,
,,,r367_canadianimperialbankofcommerce,CANADIAN IMPERIAL BANK OF COMMERCE,加拿大帝国商业银行,,,,,,加拿大帝国商业银行,,company::r367_canadianimperialbankofcommerce,Company,,,,,,,367
,,,,,,,,,,,r367_canadianimperialbankofcommerce__20240__sustainabilityreport,matched_auto_high,report::r367_canadianimperialbankofcommerce__20240__sustainabilityreport,Report,137,r367_canadianimperialbankofcommerce__20240__sustainabilityreport,,,CANADIAN IMPERIAL BANK OF COMMERCE-sustainability-report-2024-en.pdf,,
,,,,,,,,,,,CANADIAN IMPERIAL BANK OF COMMERCE-sustainability-report-2024-en.pdf,,source::CANADIAN IMPERIAL BANK OF COMMERCE-sustainability-report-2024-en.pdf,SourceFile,,,,,CANADIAN IMPERIAL BANK OF COMMERCE-sustainability-report-2024-en.pdf,,
,,,r368_lyondellbasellindustries,LYONDELLBASELL INDUSTRIES,利安德巴塞尔工业公司,,,,,,利安德巴塞尔工业公司,,company::r368_lyondellbasellindustries,Company,,,,,,,368
,,,,,,,,,,,r368_lyondellbasellindustries__20240__sustainabilityreport,matched_auto_high,report::r368_lyondellbasellindustries__20240__sustainabilityreport,Report,152,r368_lyondellbasellindustries__20240__sustainabilityreport,,,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,,
,,,,,,,,,,,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,,source::2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,SourceFile,,,,,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,,
,,,r369_jsainsbury,J. SAINSBURY,森宝利公司,,,,,,森宝利公司,,company::r369_jsainsbury,Company,,,,,,,369
,,,,,,,,,,,r369_jsainsbury__20240__other,matched_auto_high,report::r369_jsainsbury__20240__other,Report,40,r369_jsainsbury__20240__other,,,sainsburys-plan-for-better-report-2024-25.pdf,,
,,,,,,,,,,,sainsburys-plan-for-better-report-2024-25.pdf,,source::sainsburys-plan-for-better-report-2024-25.pdf,SourceFile,,,,,sainsburys-plan-for-better-report-2024-25.pdf,,
,,,r386_inditex公司,Inditex公司,Inditex公司,,,,,,Inditex公司,,company::r386_inditex公司,Company,,,,,,,386
,,,,,,,,,,,r386_inditex公司__20240__sustainabilityreport,matched_auto_high,report::r386_inditex公司__20240__sustainabilityreport,Report,296,r386_inditex公司__20240__sustainabilityreport,,,INDITEX Sustainability report2024.pdf,,
,,,,,,,,,,,INDITEX Sustainability report2024.pdf,,source::INDITEX Sustainability report2024.pdf,SourceFile,,,,,INDITEX Sustainability report2024.pdf,,
,,,r387_schneiderelectric,SCHNEIDER ELECTRIC,施耐德电气,,,,,,施耐德电气,,company::r387_schneiderelectric,Company,,,,,,,387
,,,,,,,,,,,r387_schneiderelectric__20240__sustainabilityreport,matched_auto_high,report::r387_schneiderelectric__20240__sustainabilityreport,Report,148,r387_schneiderelectric__20240__sustainabilityreport,,,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,
,,,,,,,,,,,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,source::2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,SourceFile,,,,,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,
