evidence_page,relation,source,target
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p16__inventory__0028,scope3::15.0
18,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p18__inventory__0029
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p18__inventory__0029,assurance::Assurance
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p18__inventory__0029,scope3::15.0
25,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0030
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0030,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0030,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0030,assurance::Report disclosure
25,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0031,scope3::15.0
25,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0032
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0032,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0032,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0032,assurance::Report disclosure
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p25__scope_3__0032,scope3::15.0
52,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0033
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0033,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0033,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0033,assurance::Report disclosure
52,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0034,scope3::15.0
52,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0035
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0035,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0035,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0035,assurance::Report disclosure
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p52__scope_3__0035,scope3::15.0
56,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0036
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0036,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0036,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0036,activity::Business travel
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0036,scope3::6.0
56,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0037
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0037,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0037,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0037,activity::Value-chain activities
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0037,scope3::6.0
56,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0038
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0038,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0038,assurance::Report disclosure
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p56__scope_3__0038,scope3::6.0
57,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__inventory__0039
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__inventory__0039,data_source::Primary data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p57__inventory__0039,assurance::Report disclosure
59,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0040
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0040,scope::Scope 1
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0040,assurance::Verification
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0040,calc_method::Market-based
59,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041,scope::Scope 1
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041,assurance::Verification
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041,calc_method::Market-based
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041,activity::Business travel
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0041,scope3::6.0
59,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0042
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0042,scope::Scope 1
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0042,assurance::Verification
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0042,calc_method::Market-based
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_1__0042,scope3::6.0
59,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0043
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0043,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0043,assurance::Verification
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0043,calc_method::Market-based
59,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044,assurance::Verification
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044,calc_method::Market-based
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044,activity::Business travel
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0044,scope3::6.0
59,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0045
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0045,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0045,assurance::Verification
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0045,calc_method::Market-based
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p59__scope_3__0045,scope3::6.0
60,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0046
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0046,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0046,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0046,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0046,calc_method::PCAF financed emissions methodology
60,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047,calc_method::PCAF financed emissions methodology
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047,activity::Process emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0047,scope3::15.0
60,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048,calc_method::PCAF financed emissions methodology
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0048,scope3::15.0
60,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0049
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0049,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0049,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0049,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0049,calc_method::PCAF financed emissions methodology
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p60__scope_3__0049,scope3::15.0
61,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0050
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0050,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0050,data_source::Secondary data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0050,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0050,calc_method::PCAF financed emissions methodology
61,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051,data_source::Secondary data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051,calc_method::PCAF financed emissions methodology
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0051,scope3::15.0
61,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052,data_source::Secondary data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052,calc_method::PCAF financed emissions methodology
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052,activity::Value-chain activities
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0052,scope3::15.0
61,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0053
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0053,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0053,data_source::Secondary data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0053,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0053,calc_method::PCAF financed emissions methodology
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p61__scope_3__0053,scope3::15.0
62,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0054
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0054,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0054,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0054,assurance::Report disclosure
62,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0055
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0055,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0055,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0055,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0055,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0055,scope3::15.0
62,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0056
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0056,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0056,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0056,assurance::Report disclosure
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p62__scope_3__0056,scope3::15.0
63,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0057
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0057,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0057,assurance::Assurance
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0057,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0057,scope3::15.0
63,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0058
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0058,scope::Scope 3
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0058,assurance::Assurance
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p63__scope_3__0058,scope3::15.0
64,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0059
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0059,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0059,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0059,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0059,calc_method::PCAF financed emissions methodology
64,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060,calc_method::PCAF financed emissions methodology
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0060,scope3::15.0
64,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0061
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0061,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0061,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0061,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0061,calc_method::PCAF financed emissions methodology
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p64__scope_3__0061,scope3::15.0
66,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0062
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0062,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0062,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0062,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0062,calc_method::PCAF financed emissions methodology
66,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063,calc_method::PCAF financed emissions methodology
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0063,scope3::15.0
66,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0064
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0064,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0064,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0064,assurance::Report disclosure
,has_calculation_method,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0064,calc_method::PCAF financed emissions methodology
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p66__scope_3__0064,scope3::15.0
67,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0065
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0065,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0065,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0065,assurance::Report disclosure
67,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0066
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0066,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0066,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0066,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0066,activity::Financed emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0066,scope3::15.0
67,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0067
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0067,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0067,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0067,assurance::Report disclosure
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p67__scope_3__0067,scope3::15.0
68,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0068
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0068,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0068,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0068,assurance::Report disclosure
68,documents_methodology,report::r168_torontodominionbank__20240__sustainabilityreport,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0069
,for_scope,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0069,scope::Scope 3
,has_data_source_type,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0069,data_source::Estimated data
,has_assurance_stage,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0069,assurance::Report disclosure
,has_activity_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0069,activity::Process emissions
,has_scope3_category,methodology::batch_05__r168_torontodominionbank__20240__sustainabilityreport__p68__scope_3__0069,scope3::15.0
