activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank,batch_id
Mobile emission source,Report disclosure,,,,,,66,,,,batch_01__r016_mckesson__20240__impactreport__p66__scope_1__0646,,methodology::batch_01__r016_mckesson__20240__impactreport__p66__scope_1__0646,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Location-based,,,,,67,,,,batch_01__r016_mckesson__20240__impactreport__p67__scope_1__0647,,methodology::batch_01__r016_mckesson__20240__impactreport__p67__scope_1__0647,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Fugitive emissions,Report disclosure,Location-based,,,,,67,,,,batch_01__r016_mckesson__20240__impactreport__p67__scope_1__0648,,methodology::batch_01__r016_mckesson__20240__impactreport__p67__scope_1__0648,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Location-based,,,,,67,,,,batch_01__r016_mckesson__20240__impactreport__p67__scope_2__0649,,methodology::batch_01__r016_mckesson__20240__impactreport__p67__scope_2__0649,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Fugitive emissions,Report disclosure,Location-based,,,,,67,,,,batch_01__r016_mckesson__20240__impactreport__p67__scope_2__0650,,methodology::batch_01__r016_mckesson__20240__impactreport__p67__scope_2__0650,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Report disclosure,Market-based,,,,Estimated data,13,,,,batch_01__r018_cencora公司__20240__other__p13__scope_1__0651,,methodology::batch_01__r018_cencora公司__20240__other__p13__scope_1__0651,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Market-based,,,,Estimated data,13,,,,batch_01__r018_cencora公司__20240__other__p13__scope_2__0652,,methodology::batch_01__r018_cencora公司__20240__other__p13__scope_2__0652,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Report disclosure,Market-based,,,,,13,,,,batch_01__r018_cencora公司__20240__other__p13__scope_1__0653,,methodology::batch_01__r018_cencora公司__20240__other__p13__scope_1__0653,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Market-based,,,,,13,,,,batch_01__r018_cencora公司__20240__other__p13__scope_2__0654,,methodology::batch_01__r018_cencora公司__20240__other__p13__scope_2__0654,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Report disclosure,Market-based,,,,,13,,,,batch_01__r018_cencora公司__20240__other__p13__scope_3__0655,,methodology::batch_01__r018_cencora公司__20240__other__p13__scope_3__0655,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Business travel,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0656,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0656,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0657,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0657,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0658,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0658,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0659,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0659,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0660,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0660,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0661,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0661,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Fugitive emissions,Report disclosure,,,,,,33,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p33__inventory__0662,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p33__inventory__0662,MethodologyFact,,,seed_batch_01,,,,,batch_01
Business travel,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0663,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0663,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Use of sold products,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0664,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0664,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0665,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0665,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0666,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0666,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0667,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0667,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0668,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0668,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0669,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0669,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0670,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0670,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Assurance,,,,,,25,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p25__scope_1__0671,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p25__scope_1__0671,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Assurance,,,,,,25,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p25__scope_2__0672,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p25__scope_2__0672,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Assurance,,,,,,25,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p25__scope_3__0673,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p25__scope_3__0673,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Estimated data,27,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__inventory__0674,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__inventory__0674,MethodologyFact,,,seed_batch_01,,,,,batch_01
Mobile emission source,Report disclosure,,,,,Estimated data,27,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__inventory__0675,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__inventory__0675,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,30,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p30__inventory__0676,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p30__inventory__0676,MethodologyFact,,,seed_batch_01,,,,,batch_01
Stationary emission source,Report disclosure,,,,,Estimated data,30,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p30__inventory__0677,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p30__inventory__0677,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Secondary data,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0678,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0678,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,Secondary data,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0679,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0679,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Secondary data,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0680,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0680,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Secondary data,56,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0681,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p56__scope_3__0681,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,24,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p24__scope_1__0682,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p24__scope_1__0682,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Value-chain activities,Report disclosure,,,,,,24,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p24__scope_2__0683,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p24__scope_2__0683,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Value-chain activities,Report disclosure,,,,,,24,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p24__scope_3__0684,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p24__scope_3__0684,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,26,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0685,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p26__scope_3__0685,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Mobile emission source,Report disclosure,,,,,,27,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__scope_1__0686,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__scope_1__0686,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Mobile emission source,Report disclosure,,,,,,27,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__scope_3__0687,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p27__scope_3__0687,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,28,,,,batch_01__r019_trafiguragroup__20240__sustainabilityreport__p28__scope_3__0688,,methodology::batch_01__r019_trafiguragroup__20240__sustainabilityreport__p28__scope_3__0688,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Fugitive emissions,Report disclosure,,,,,,1,,,,batch_01__r020_costcowholesale__nan__climatereport__p1__scope_3__0689,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p1__scope_3__0689,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,1,,,,batch_01__r020_costcowholesale__nan__climatereport__p1__scope_3__0690,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p1__scope_3__0690,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Fugitive emissions,Report disclosure,,,,,,4,,,,batch_01__r020_costcowholesale__nan__climatereport__p4__scope_2__0691,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p4__scope_2__0691,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Purchased electricity,Report disclosure,,,,,,4,,,,batch_01__r020_costcowholesale__nan__climatereport__p4__scope_2__0692,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p4__scope_2__0692,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Fugitive emissions,Report disclosure,,,,,,7,,,,batch_01__r020_costcowholesale__nan__climatereport__p7__inventory__0693,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p7__inventory__0693,MethodologyFact,,,seed_batch_01,,,,,batch_01
Purchased electricity,Report disclosure,,,,,,8,,,,batch_01__r020_costcowholesale__nan__climatereport__p8__scope_2__0694,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p8__scope_2__0694,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Report disclosure,,,,,Estimated data,5,,,,batch_01__r020_costcowholesale__nan__climatereport__p5__scope_3__0695,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p5__scope_3__0695,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Estimated data,5,,,,batch_01__r020_costcowholesale__nan__climatereport__p5__scope_3__0696,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p5__scope_3__0696,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Estimated data,14,,,,batch_01__r020_costcowholesale__nan__climatereport__p14__inventory__0697,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p14__inventory__0697,MethodologyFact,,,seed_batch_01,,,,,batch_01
Value-chain activities,Report disclosure,,,,,,3,,,,batch_01__r020_costcowholesale__nan__climatereport__p3__scope_1__0698,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p3__scope_1__0698,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Value-chain activities,Report disclosure,,,,,,4,,,,batch_01__r020_costcowholesale__nan__climatereport__p4__scope_1__0699,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p4__scope_1__0699,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Market-based,,,,,5,,,,batch_01__r020_costcowholesale__nan__climatereport__p5__scope_1__0700,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p5__scope_1__0700,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Market-based,,,,,5,,,,batch_01__r020_costcowholesale__nan__climatereport__p5__scope_2__0701,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p5__scope_2__0701,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Value-chain activities,Report disclosure,,,,,,8,,,,batch_01__r020_costcowholesale__nan__climatereport__p8__scope_1__0702,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p8__scope_1__0702,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Value-chain activities,Report disclosure,,,,,,8,,,,batch_01__r020_costcowholesale__nan__climatereport__p8__scope_3__0703,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p8__scope_3__0703,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,10,,,,batch_01__r020_costcowholesale__nan__climatereport__p10__scope_3__0704,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p10__scope_3__0704,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,10,,,,batch_01__r020_costcowholesale__nan__climatereport__p10__scope_3__0705,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p10__scope_3__0705,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,10,,,,batch_01__r020_costcowholesale__nan__climatereport__p10__scope_3__0706,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p10__scope_3__0706,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,11,,,,batch_01__r020_costcowholesale__nan__climatereport__p11__scope_3__0707,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p11__scope_3__0707,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Estimated data,12,,,,batch_01__r020_costcowholesale__nan__climatereport__p12__scope_3__0708,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p12__scope_3__0708,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,Estimated data,12,,,,batch_01__r020_costcowholesale__nan__climatereport__p12__scope_3__0709,,methodology::batch_01__r020_costcowholesale__nan__climatereport__p12__scope_3__0709,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0710,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0710,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Mobile emission source,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0711,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0711,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Fugitive emissions,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0712,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0712,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Purchased electricity,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0713,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0713,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Purchased steam,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0714,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0714,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0715,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0715,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Mobile emission source,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0716,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0716,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Fugitive emissions,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0717,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0717,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Purchased electricity,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0718,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0718,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Purchased steam,Report disclosure,Location-based,,,,,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0719,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0719,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Purchased electricity,Report disclosure,,,,,,28,,,,batch_01__r021_jpmorganchase__20240__climatereport__p28__scope_2__0720,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p28__scope_2__0720,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Report disclosure,,,,,Estimated data,5,,,,batch_01__r021_jpmorganchase__20240__climatereport__p5__inventory__0721,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p5__inventory__0721,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,5,,,,batch_01__r021_jpmorganchase__20240__climatereport__p5__inventory__0722,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p5__inventory__0722,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Verification,,,,,Estimated data,17,,,,batch_01__r021_jpmorganchase__20240__climatereport__p17__scope_1__0723,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p17__scope_1__0723,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,,,,,Estimated data,19,,,,batch_01__r021_jpmorganchase__20240__climatereport__p19__inventory__0724,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p19__inventory__0724,MethodologyFact,,,seed_batch_01,,,,,batch_01
Mobile emission source,Report disclosure,,,,,Estimated data,19,,,,batch_01__r021_jpmorganchase__20240__climatereport__p19__inventory__0725,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p19__inventory__0725,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,22,,,,batch_01__r021_jpmorganchase__20240__climatereport__p22__inventory__0726,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p22__inventory__0726,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,23,,,,batch_01__r021_jpmorganchase__20240__climatereport__p23__inventory__0727,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p23__inventory__0727,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,24,,,,batch_01__r021_jpmorganchase__20240__climatereport__p24__inventory__0728,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p24__inventory__0728,MethodologyFact,,,seed_batch_01,,,,,batch_01
Process emissions,Report disclosure,,,,,Estimated data,24,,,,batch_01__r021_jpmorganchase__20240__climatereport__p24__inventory__0729,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p24__inventory__0729,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,26,,,,batch_01__r021_jpmorganchase__20240__climatereport__p26__inventory__0730,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p26__inventory__0730,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0731,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0731,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
Business travel,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0732,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0732,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0733,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_1__0733,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0734,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0734,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
Business travel,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0735,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0735,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0736,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_2__0736,MethodologyFact,,,seed_batch_01,Scope 2,,,,batch_01
,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_3__0737,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_3__0737,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Business travel,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_3__0738,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_3__0738,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Verification,Market-based,,,,Estimated data,27,,,,batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_3__0739,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p27__scope_3__0739,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,Derived data,30,,,,batch_01__r021_jpmorganchase__20240__climatereport__p30__inventory__0740,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p30__inventory__0740,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,32,,,,batch_01__r021_jpmorganchase__20240__climatereport__p32__inventory__0741,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p32__inventory__0741,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,33,,,,batch_01__r021_jpmorganchase__20240__climatereport__p33__inventory__0742,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p33__inventory__0742,MethodologyFact,,,seed_batch_01,,,,,batch_01
,Report disclosure,,,,,Estimated data,34,,,,batch_01__r021_jpmorganchase__20240__climatereport__p34__scope_3__0743,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p34__scope_3__0743,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Process emissions,Report disclosure,,,,,Estimated data,34,,,,batch_01__r021_jpmorganchase__20240__climatereport__p34__scope_3__0744,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p34__scope_3__0744,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Mobile emission source,Report disclosure,,,,,,19,,,,batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0745,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0745,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Business travel,Report disclosure,,,,,,19,,,,batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0746,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0746,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Value-chain activities,Report disclosure,,,,,,19,,,,batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0747,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0747,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
,Report disclosure,,,,,,19,,,,batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0748,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p19__scope_3__0748,MethodologyFact,,,seed_batch_01,Scope 3,,,,batch_01
Business travel,Report disclosure,,,,,,20,,,,batch_01__r021_jpmorganchase__20240__climatereport__p20__scope_1__0749,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p20__scope_1__0749,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
,Report disclosure,,,,,,20,,,,batch_01__r021_jpmorganchase__20240__climatereport__p20__scope_1__0750,,methodology::batch_01__r021_jpmorganchase__20240__climatereport__p20__scope_1__0750,MethodologyFact,,,seed_batch_01,Scope 1,,,,batch_01
