activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank,batch_id
Business travel,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_1__0429,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_1__0429,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Use of sold products,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_1__0430,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_1__0430,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_1__0431,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_1__0431,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_1__0432,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_1__0432,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_2__0433,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_2__0433,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Business travel,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_2__0434,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_2__0434,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Use of sold products,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_2__0435,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_2__0435,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_2__0436,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_2__0436,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_2__0437,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_2__0437,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_3__0438,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_3__0438,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Business travel,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_3__0439,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_3__0439,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Use of sold products,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_3__0440,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_3__0440,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_3__0441,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_3__0441,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Market-based,,,,,111,,,,batch_08__r350_telefónica__20240__other__p111__scope_3__0442,,methodology::batch_08__r350_telefónica__20240__other__p111__scope_3__0442,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Market-based,,,,,206,,,,batch_08__r350_telefónica__20240__other__p206__scope_1__0443,,methodology::batch_08__r350_telefónica__20240__other__p206__scope_1__0443,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Market-based,,,,,206,,,,batch_08__r350_telefónica__20240__other__p206__scope_2__0444,,methodology::batch_08__r350_telefónica__20240__other__p206__scope_2__0444,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,206,,,,batch_08__r350_telefónica__20240__other__p206__scope_3__0445,,methodology::batch_08__r350_telefónica__20240__other__p206__scope_3__0445,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Purchased steam,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0446,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0446,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Purchased heat,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0447,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0447,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Business travel,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0448,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0448,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Use of sold products,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0449,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0449,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0450,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0450,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0451,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0451,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_2__0452,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_2__0452,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,59,,,,batch_08__r352_bestbuy__20250__other__p59__scope_1__0453,,methodology::batch_08__r352_bestbuy__20250__other__p59__scope_1__0453,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Market-based,,,,,59,,,,batch_08__r352_bestbuy__20250__other__p59__scope_1__0454,,methodology::batch_08__r352_bestbuy__20250__other__p59__scope_1__0454,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Market-based,,,,,59,,,,batch_08__r352_bestbuy__20250__other__p59__scope_2__0455,,methodology::batch_08__r352_bestbuy__20250__other__p59__scope_2__0455,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,59,,,,batch_08__r352_bestbuy__20250__other__p59__scope_2__0456,,methodology::batch_08__r352_bestbuy__20250__other__p59__scope_2__0456,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,Market-based,,,,,59,,,,batch_08__r352_bestbuy__20250__other__p59__scope_3__0457,,methodology::batch_08__r352_bestbuy__20250__other__p59__scope_3__0457,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Market-based,,,,,59,,,,batch_08__r352_bestbuy__20250__other__p59__scope_3__0458,,methodology::batch_08__r352_bestbuy__20250__other__p59__scope_3__0458,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,Estimated data,16,,,,batch_08__r352_bestbuy__20250__other__p16__inventory__0459,,methodology::batch_08__r352_bestbuy__20250__other__p16__inventory__0459,MethodologyFact,,,seed_batch_08,,,,,batch_08
Waste in operations,Report disclosure,,,,,Estimated data,16,,,,batch_08__r352_bestbuy__20250__other__p16__inventory__0460,,methodology::batch_08__r352_bestbuy__20250__other__p16__inventory__0460,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Estimated data,22,,,,batch_08__r352_bestbuy__20250__other__p22__inventory__0461,,methodology::batch_08__r352_bestbuy__20250__other__p22__inventory__0461,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Secondary data,55,,,,batch_08__r352_bestbuy__20250__other__p55__inventory__0462,,methodology::batch_08__r352_bestbuy__20250__other__p55__inventory__0462,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Assurance,,,,,Estimated data,64,,,,batch_08__r352_bestbuy__20250__other__p64__scope_3__0463,,methodology::batch_08__r352_bestbuy__20250__other__p64__scope_3__0463,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Value-chain activities,Assurance,,,,,Estimated data,64,,,,batch_08__r352_bestbuy__20250__other__p64__scope_3__0464,,methodology::batch_08__r352_bestbuy__20250__other__p64__scope_3__0464,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Business travel,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_1__0465,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_1__0465,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_1__0466,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_1__0466,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,,,,,,12,,,,batch_08__r352_bestbuy__20250__other__p12__scope_1__0467,,methodology::batch_08__r352_bestbuy__20250__other__p12__scope_1__0467,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,55,,,,batch_08__r352_bestbuy__20250__other__p55__scope_1__0468,,methodology::batch_08__r352_bestbuy__20250__other__p55__scope_1__0468,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,55,,,,batch_08__r352_bestbuy__20250__other__p55__scope_2__0469,,methodology::batch_08__r352_bestbuy__20250__other__p55__scope_2__0469,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Mobile emission source,Report disclosure,,,,,,4,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p4__scope_1__0470,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p4__scope_1__0470,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,4,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p4__scope_1__0471,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p4__scope_1__0471,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,21,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p21__scope_1__0472,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p21__scope_1__0472,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,22,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p22__scope_3__0473,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p22__scope_3__0473,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,22,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p22__scope_3__0474,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p22__scope_3__0474,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,22,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p22__scope_3__0475,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p22__scope_3__0475,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Assurance,,,,,Derived data,3,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p3__inventory__0476,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p3__inventory__0476,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Estimated data,4,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p4__inventory__0477,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p4__inventory__0477,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Estimated data,16,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p16__inventory__0478,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p16__inventory__0478,MethodologyFact,,,seed_batch_08,,,,,batch_08
Value-chain activities,Report disclosure,,,,,Estimated data,16,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p16__inventory__0479,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p16__inventory__0479,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Estimated data,35,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p35__inventory__0480,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p35__inventory__0480,MethodologyFact,,,seed_batch_08,,,,,batch_08
Value-chain activities,Report disclosure,,,,,Estimated data,35,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p35__inventory__0481,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p35__inventory__0481,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Estimated data,39,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p39__inventory__0482,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p39__inventory__0482,MethodologyFact,,,seed_batch_08,,,,,batch_08
Value-chain activities,Report disclosure,,,,,,5,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p5__scope_1__0483,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p5__scope_1__0483,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,5,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p5__scope_3__0484,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p5__scope_3__0484,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Value-chain activities,Report disclosure,,,,,,7,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p7__scope_1__0485,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p7__scope_1__0485,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,7,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p7__scope_3__0486,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p7__scope_3__0486,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Value-chain activities,Report disclosure,,,,,,20,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p20__scope_1__0487,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p20__scope_1__0487,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Report disclosure,,,,,,20,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p20__scope_3__0488,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p20__scope_3__0488,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Mobile emission source,Report disclosure,,,,,,21,,,,batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p21__scope_1__0489,,methodology::batch_08__r353_woolworthsgroup__20250__sustainabilityreport__p21__scope_1__0489,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Fugitive emissions,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0490,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0490,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Purchased electricity,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0491,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0491,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Business travel,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0492,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0492,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Use of sold products,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0493,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0493,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0494,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0494,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0495,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0495,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
,Report disclosure,,,,,,52,,,,batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0496,,methodology::batch_08__r356_thermofisherscientific__20230__other__p52__scope_2__0496,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Stationary emission source,Report disclosure,,,,,,53,,,,batch_08__r356_thermofisherscientific__20230__other__p53__inventory__0497,,methodology::batch_08__r356_thermofisherscientific__20230__other__p53__inventory__0497,MethodologyFact,,,seed_batch_08,,,,,batch_08
Fugitive emissions,Report disclosure,,,,,,53,,,,batch_08__r356_thermofisherscientific__20230__other__p53__inventory__0498,,methodology::batch_08__r356_thermofisherscientific__20230__other__p53__inventory__0498,MethodologyFact,,,seed_batch_08,,,,,batch_08
Fugitive emissions,Report disclosure,,,,,,60,,,,batch_08__r356_thermofisherscientific__20230__other__p60__inventory__0499,,methodology::batch_08__r356_thermofisherscientific__20230__other__p60__inventory__0499,MethodologyFact,,,seed_batch_08,,,,,batch_08
Waste in operations,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0500,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0500,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Business travel,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0501,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0501,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Value-chain activities,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0502,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0502,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0503,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0503,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0504,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0504,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0505,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0505,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0506,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_3__0506,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,80,,,,batch_08__r356_thermofisherscientific__20230__other__p80__inventory__0507,,methodology::batch_08__r356_thermofisherscientific__20230__other__p80__inventory__0507,MethodologyFact,,,seed_batch_08,,,,,batch_08
Fugitive emissions,Report disclosure,,,,,,80,,,,batch_08__r356_thermofisherscientific__20230__other__p80__inventory__0508,,methodology::batch_08__r356_thermofisherscientific__20230__other__p80__inventory__0508,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0509,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0509,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Fugitive emissions,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0510,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0510,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Business travel,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0511,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0511,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0512,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0512,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0513,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0513,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0514,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_1__0514,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0515,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0515,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Fugitive emissions,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0516,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0516,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Business travel,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0517,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0517,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0518,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0518,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0519,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0519,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Supplier-specific and industry-average factors,,,,Primary data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0520,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__scope_3__0520,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,Spend-based,,,,Primary data,62,,,,batch_08__r356_thermofisherscientific__20230__other__p62__scope_3__0521,,methodology::batch_08__r356_thermofisherscientific__20230__other__p62__scope_3__0521,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,Estimated data,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__inventory__0522,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__inventory__0522,MethodologyFact,,,seed_batch_08,,,,,batch_08
Mobile emission source,Report disclosure,,,,,Estimated data,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__inventory__0523,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__inventory__0523,MethodologyFact,,,seed_batch_08,,,,,batch_08
Value-chain activities,Assurance,,,,,,66,,,,batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0524,,methodology::batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0524,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Value-chain activities,Assurance,,,,,,66,,,,batch_08__r356_thermofisherscientific__20230__other__p66__scope_3__0525,,methodology::batch_08__r356_thermofisherscientific__20230__other__p66__scope_3__0525,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Value-chain activities,Assurance,,,,,,73,,,,batch_08__r356_thermofisherscientific__20230__other__p73__scope_3__0526,,methodology::batch_08__r356_thermofisherscientific__20230__other__p73__scope_3__0526,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Value-chain activities,Assurance,,,,,,79,,,,batch_08__r356_thermofisherscientific__20230__other__p79__inventory__0527,,methodology::batch_08__r356_thermofisherscientific__20230__other__p79__inventory__0527,MethodologyFact,,,seed_batch_08,,,,,batch_08
Value-chain activities,Assurance,,,,,,84,,,,batch_08__r356_thermofisherscientific__20230__other__p84__inventory__0528,,methodology::batch_08__r356_thermofisherscientific__20230__other__p84__inventory__0528,MethodologyFact,,,seed_batch_08,,,,,batch_08
,Report disclosure,,,,,Estimated data,86,,,,batch_08__r356_thermofisherscientific__20230__other__p86__inventory__0529,,methodology::batch_08__r356_thermofisherscientific__20230__other__p86__inventory__0529,MethodologyFact,,,seed_batch_08,,,,,batch_08
Value-chain activities,Report disclosure,,,,,,54,,,,batch_08__r356_thermofisherscientific__20230__other__p54__scope_2__0530,,methodology::batch_08__r356_thermofisherscientific__20230__other__p54__scope_2__0530,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Value-chain activities,Report disclosure,,,,,,54,,,,batch_08__r356_thermofisherscientific__20230__other__p54__scope_3__0531,,methodology::batch_08__r356_thermofisherscientific__20230__other__p54__scope_3__0531,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
,Report disclosure,,,,,,55,,,,batch_08__r356_thermofisherscientific__20230__other__p55__scope_3__0532,,methodology::batch_08__r356_thermofisherscientific__20230__other__p55__scope_3__0532,MethodologyFact,,,seed_batch_08,Scope 3,,,,batch_08
Fugitive emissions,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_1__0533,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_1__0533,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
Fugitive emissions,Report disclosure,,,,,,65,,,,batch_08__r356_thermofisherscientific__20230__other__p65__scope_2__0534,,methodology::batch_08__r356_thermofisherscientific__20230__other__p65__scope_2__0534,MethodologyFact,,,seed_batch_08,Scope 2,,,,batch_08
Value-chain activities,Report disclosure,,,,,,66,,,,batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0535,,methodology::batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0535,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,,,,,,66,,,,batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0536,,methodology::batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0536,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
,Report disclosure,,,,,,66,,,,batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0537,,methodology::batch_08__r356_thermofisherscientific__20230__other__p66__scope_1__0537,MethodologyFact,,,seed_batch_08,Scope 1,,,,batch_08
