evidence_page,relation,source,target
,classified_as,company::r376_abbottlaboratories,industry::C
,classified_as,company::r384_meituan,industry::F
,classified_as,company::r391_西班牙acs集团,industry::E
,classified_as,company::r395_pbfenergy公司,industry::D
,classified_as,company::r415_sfholding,industry::G
,classified_as,company::r444_quantacomputer,industry::C
,classified_as,company::r457_molinahealthcare公司,industry::J
,classified_as,company::r473_vtbbank,industry::J
,classified_as,company::r477_truistfinancial公司,industry::J
,classified_as,company::r489_3m公司,industry::C
,classified_as,company::r491_apolloglobalmanagement,industry::J
,classified_as,company::r493_vibraenergia公司,industry::D
42,documents_standard_reference,report::r266_prudentialfinancial__20240__sustainabilityreport,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
47,documents_standard_reference,report::r266_prudentialfinancial__20240__sustainabilityreport,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
55,documents_standard_reference,report::r266_prudentialfinancial__20240__sustainabilityreport,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__gri,standard_role::Disclosure standard
55,documents_standard_reference,report::r266_prudentialfinancial__20240__sustainabilityreport,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_14__r266_prudentialfinancial__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
2,documents_standard_reference,report::r269_hp__20240__sustainabilityreport,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__gri,standard_role::Disclosure standard
4,documents_standard_reference,report::r269_hp__20240__sustainabilityreport,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
7,documents_standard_reference,report::r269_hp__20240__sustainabilityreport,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
42,documents_standard_reference,report::r269_hp__20240__sustainabilityreport,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r269_hp__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
6,documents_standard_reference,report::r271_tatamotors__20240__other,standard_ref::batch_14__r271_tatamotors__20240__other__gri
,references_standard,standard_ref::batch_14__r271_tatamotors__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r271_tatamotors__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r271_tatamotors__20240__other__gri,standard_role::Disclosure standard
87,documents_standard_reference,report::r271_tatamotors__20240__other,standard_ref::batch_14__r271_tatamotors__20240__other__sbti
,references_standard,standard_ref::batch_14__r271_tatamotors__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r271_tatamotors__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r271_tatamotors__20240__other__sbti,standard_role::Target validation guideline
129,documents_standard_reference,report::r271_tatamotors__20240__other,standard_ref::batch_14__r271_tatamotors__20240__other__sasb
,references_standard,standard_ref::batch_14__r271_tatamotors__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r271_tatamotors__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r271_tatamotors__20240__other__sasb,standard_role::Disclosure guideline
140,documents_standard_reference,report::r271_tatamotors__20240__other,standard_ref::batch_14__r271_tatamotors__20240__other__esrs_csrd
,references_standard,standard_ref::batch_14__r271_tatamotors__20240__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_14__r271_tatamotors__20240__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_14__r271_tatamotors__20240__other__esrs_csrd,standard_role::Disclosure standard
3,documents_standard_reference,report::r290_phoenixpharma__20240__sustainabilityreport,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
13,documents_standard_reference,report::r290_phoenixpharma__20240__sustainabilityreport,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r290_phoenixpharma__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r308_veoliaenvironnement__20240__esgreport,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__esrs_csrd
,references_standard,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__esrs_csrd,standard_role::Disclosure standard
3,documents_standard_reference,report::r308_veoliaenvironnement__20240__esgreport,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__tcfd
,references_standard,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__tcfd,standard_role::Disclosure recommendation
16,documents_standard_reference,report::r308_veoliaenvironnement__20240__esgreport,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__sbti
,references_standard,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r308_veoliaenvironnement__20240__esgreport__sbti,standard_role::Target validation guideline
4,documents_standard_reference,report::r323_anzgroupholdings__20240__esgreport,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__gri
,references_standard,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__gri,standard_role::Disclosure standard
12,documents_standard_reference,report::r323_anzgroupholdings__20240__esgreport,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__sasb
,references_standard,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__sasb,standard_role::Disclosure guideline
27,documents_standard_reference,report::r323_anzgroupholdings__20240__esgreport,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__tcfd
,references_standard,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r323_anzgroupholdings__20240__esgreport__tcfd,standard_role::Disclosure recommendation
3,documents_standard_reference,report::r333_tiaa__20240__climatereport,standard_ref::batch_14__r333_tiaa__20240__climatereport__tcfd
,references_standard,standard_ref::batch_14__r333_tiaa__20240__climatereport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r333_tiaa__20240__climatereport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r333_tiaa__20240__climatereport__tcfd,standard_role::Disclosure recommendation
30,documents_standard_reference,report::r333_tiaa__20240__climatereport,standard_ref::batch_14__r333_tiaa__20240__climatereport__sbti
,references_standard,standard_ref::batch_14__r333_tiaa__20240__climatereport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r333_tiaa__20240__climatereport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r333_tiaa__20240__climatereport__sbti,standard_role::Target validation guideline
37,documents_standard_reference,report::r333_tiaa__20240__climatereport,standard_ref::batch_14__r333_tiaa__20240__climatereport__ghg_protocol
,references_standard,standard_ref::batch_14__r333_tiaa__20240__climatereport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r333_tiaa__20240__climatereport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r333_tiaa__20240__climatereport__ghg_protocol,standard_role::Accounting standard
37,documents_standard_reference,report::r333_tiaa__20240__climatereport,standard_ref::batch_14__r333_tiaa__20240__climatereport__pcaf
,references_standard,standard_ref::batch_14__r333_tiaa__20240__climatereport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_14__r333_tiaa__20240__climatereport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_14__r333_tiaa__20240__climatereport__pcaf,standard_role::Accounting standard
2,documents_standard_reference,report::r346_dow__20240__other,standard_ref::batch_14__r346_dow__20240__other__ghg_protocol
,references_standard,standard_ref::batch_14__r346_dow__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r346_dow__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r346_dow__20240__other__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r346_dow__20240__other,standard_ref::batch_14__r346_dow__20240__other__gri
,references_standard,standard_ref::batch_14__r346_dow__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r346_dow__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r346_dow__20240__other__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r346_dow__20240__other,standard_ref::batch_14__r346_dow__20240__other__sasb
,references_standard,standard_ref::batch_14__r346_dow__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r346_dow__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r346_dow__20240__other__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r346_dow__20240__other,standard_ref::batch_14__r346_dow__20240__other__tcfd
,references_standard,standard_ref::batch_14__r346_dow__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r346_dow__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r346_dow__20240__other__tcfd,standard_role::Disclosure recommendation
4,documents_standard_reference,report::r357_magnainternational__20240__sustainabilityreport,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
6,documents_standard_reference,report::r357_magnainternational__20240__sustainabilityreport,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
10,documents_standard_reference,report::r357_magnainternational__20240__sustainabilityreport,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ifrs_s2
,references_standard,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ifrs_s2,standard_role::Disclosure standard
10,documents_standard_reference,report::r357_magnainternational__20240__sustainabilityreport,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
99,documents_standard_reference,report::r357_magnainternational__20240__sustainabilityreport,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r357_magnainternational__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
92,documents_standard_reference,report::r358_omvgroup__nan__other,standard_ref::batch_14__r358_omvgroup__nan__other__esrs_csrd
,references_standard,standard_ref::batch_14__r358_omvgroup__nan__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_14__r358_omvgroup__nan__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_14__r358_omvgroup__nan__other__esrs_csrd,standard_role::Disclosure standard
97,documents_standard_reference,report::r358_omvgroup__nan__other,standard_ref::batch_14__r358_omvgroup__nan__other__gri
,references_standard,standard_ref::batch_14__r358_omvgroup__nan__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r358_omvgroup__nan__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r358_omvgroup__nan__other__gri,standard_role::Disclosure standard
97,documents_standard_reference,report::r358_omvgroup__nan__other,standard_ref::batch_14__r358_omvgroup__nan__other__tcfd
,references_standard,standard_ref::batch_14__r358_omvgroup__nan__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r358_omvgroup__nan__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r358_omvgroup__nan__other__tcfd,standard_role::Disclosure recommendation
140,documents_standard_reference,report::r358_omvgroup__nan__other,standard_ref::batch_14__r358_omvgroup__nan__other__sasb
,references_standard,standard_ref::batch_14__r358_omvgroup__nan__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r358_omvgroup__nan__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r358_omvgroup__nan__other__sasb,standard_role::Disclosure guideline
196,documents_standard_reference,report::r358_omvgroup__nan__other,standard_ref::batch_14__r358_omvgroup__nan__other__ghg_protocol
,references_standard,standard_ref::batch_14__r358_omvgroup__nan__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r358_omvgroup__nan__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r358_omvgroup__nan__other__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r363_vale__20240__other,standard_ref::batch_14__r363_vale__20240__other__gri
,references_standard,standard_ref::batch_14__r363_vale__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r363_vale__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r363_vale__20240__other__gri,standard_role::Disclosure standard
12,documents_standard_reference,report::r363_vale__20240__other,standard_ref::batch_14__r363_vale__20240__other__sasb
,references_standard,standard_ref::batch_14__r363_vale__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r363_vale__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r363_vale__20240__other__sasb,standard_role::Disclosure guideline
73,documents_standard_reference,report::r363_vale__20240__other,standard_ref::batch_14__r363_vale__20240__other__tcfd
,references_standard,standard_ref::batch_14__r363_vale__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r363_vale__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r363_vale__20240__other__tcfd,standard_role::Disclosure recommendation
73,documents_standard_reference,report::r363_vale__20240__other,standard_ref::batch_14__r363_vale__20240__other__ifrs_s2
,references_standard,standard_ref::batch_14__r363_vale__20240__other__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_14__r363_vale__20240__other__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_14__r363_vale__20240__other__ifrs_s2,standard_role::Disclosure standard
2,documents_standard_reference,report::r375_pegatron__20230__annualreport,standard_ref::batch_14__r375_pegatron__20230__annualreport__gri
,references_standard,standard_ref::batch_14__r375_pegatron__20230__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_14__r375_pegatron__20230__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_14__r375_pegatron__20230__annualreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r375_pegatron__20230__annualreport,standard_ref::batch_14__r375_pegatron__20230__annualreport__sasb
,references_standard,standard_ref::batch_14__r375_pegatron__20230__annualreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_14__r375_pegatron__20230__annualreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_14__r375_pegatron__20230__annualreport__sasb,standard_role::Disclosure guideline
4,documents_standard_reference,report::r375_pegatron__20230__annualreport,standard_ref::batch_14__r375_pegatron__20230__annualreport__sbti
,references_standard,standard_ref::batch_14__r375_pegatron__20230__annualreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r375_pegatron__20230__annualreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r375_pegatron__20230__annualreport__sbti,standard_role::Target validation guideline
6,documents_standard_reference,report::r375_pegatron__20230__annualreport,standard_ref::batch_14__r375_pegatron__20230__annualreport__iso_14064
,references_standard,standard_ref::batch_14__r375_pegatron__20230__annualreport__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_14__r375_pegatron__20230__annualreport__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_14__r375_pegatron__20230__annualreport__iso_14064,standard_role::Guideline
31,documents_standard_reference,report::r375_pegatron__20230__annualreport,standard_ref::batch_14__r375_pegatron__20230__annualreport__tcfd
,references_standard,standard_ref::batch_14__r375_pegatron__20230__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_14__r375_pegatron__20230__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_14__r375_pegatron__20230__annualreport__tcfd,standard_role::Disclosure recommendation
35,documents_standard_reference,report::r375_pegatron__20230__annualreport,standard_ref::batch_14__r375_pegatron__20230__annualreport__ghg_protocol
,references_standard,standard_ref::batch_14__r375_pegatron__20230__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_14__r375_pegatron__20230__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_14__r375_pegatron__20230__annualreport__ghg_protocol,standard_role::Accounting standard
13,documents_standard_reference,report::r376_abbottlaboratories__20240__sustainabilityreport,standard_ref::batch_14__r376_abbottlaboratories__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_14__r376_abbottlaboratories__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_14__r376_abbottlaboratories__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_14__r376_abbottlaboratories__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
