confidence_level,evidence_page,relation,review_status,section_role,source,target,batch_id
medium,120,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p120_scope_2_0656,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p120_scope_2_0656,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p120_scope_2_0656,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r101_eon_nan_other_p120_scope_2_0656,calc_method::market_based,batch_13
medium,225,documents_methodology,seed_batch_13,,report::r101_eon__nan__other,methodology::batch_13_r101_eon_nan_other_p225_scope_2_0658,batch_13
,,for_scope,,,methodology::batch_13_r101_eon_nan_other_p225_scope_2_0658,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r101_eon_nan_other_p225_scope_2_0658,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r101_eon_nan_other_p225_scope_2_0658,calc_method::market_based,batch_13
medium,30,documents_methodology,seed_batch_13,,report::r105_boschgroup__20240__sustainabilityreport,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p30_scope_1_0660,batch_13
,,for_scope,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p30_scope_1_0660,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p30_scope_1_0660,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p30_scope_1_0660,activity::stationary_emission_source,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p30_scope_1_0660,activity_standard::stationary_emission_source,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p30_scope_1_0660,activity_mapping::stationary_emission_source,batch_13
medium,46,documents_methodology,seed_batch_13,,report::r105_boschgroup__20240__sustainabilityreport,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p46_scope_3_0666,batch_13
,,for_scope,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p46_scope_3_0666,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p46_scope_3_0666,assurance::verification,batch_13
,,has_scope3_category,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p46_scope_3_0666,scope3::1_0,batch_13
medium,28,documents_methodology,seed_batch_13,,report::r105_boschgroup__20240__sustainabilityreport,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p28_scope_3_0677,batch_13
,,for_scope,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p28_scope_3_0677,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p28_scope_3_0677,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p28_scope_3_0677,scope3::1_0,batch_13
medium,34,documents_methodology,seed_batch_13,,report::r105_boschgroup__20240__sustainabilityreport,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p34_scope_3_0682,batch_13
,,for_scope,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p34_scope_3_0682,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p34_scope_3_0682,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p34_scope_3_0682,scope3::1_0,batch_13
medium,44,documents_methodology,seed_batch_13,,report::r105_boschgroup__20240__sustainabilityreport,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p44_scope_3_0687,batch_13
,,for_scope,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p44_scope_3_0687,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p44_scope_3_0687,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p44_scope_3_0687,calc_method::life_cycle_assessment,batch_13
medium,48,documents_methodology,seed_batch_13,,report::r105_boschgroup__20240__sustainabilityreport,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p48_scope_3_0690,batch_13
,,for_scope,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p48_scope_3_0690,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p48_scope_3_0690,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r105_boschgroup_20240_sustainabilityreport_p48_scope_3_0690,scope3::1_0,batch_13
medium,49,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p49_scope_2_0691,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p49_scope_2_0691,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p49_scope_2_0691,assurance::report_disclosure,batch_13
,,has_calculation_method,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p49_scope_2_0691,calc_method::market_based,batch_13
medium,54,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_1_0694,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_1_0694,scope::scope_1,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_1_0694,data_source::primary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_1_0694,assurance::report_disclosure,batch_13
medium,54,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_3_0696,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_3_0696,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_3_0696,data_source::primary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p54_scope_3_0696,assurance::report_disclosure,batch_13
medium,5,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_1_0698,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_1_0698,scope::scope_1,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_1_0698,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_1_0698,assurance::report_disclosure,batch_13
medium,5,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_3_0699,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_3_0699,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_3_0699,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p5_scope_3_0699,assurance::report_disclosure,batch_13
medium,53,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0700,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0700,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0700,data_source::primary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0700,assurance::report_disclosure,batch_13
medium,53,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0701,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0701,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0701,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p53_scope_3_0701,assurance::report_disclosure,batch_13
medium,55,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p55_scope_3_0706,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p55_scope_3_0706,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p55_scope_3_0706,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p55_scope_3_0706,scope3::8_0,batch_13
medium,57,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_1_0707,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_1_0707,scope::scope_1,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_1_0707,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_1_0707,assurance::report_disclosure,batch_13
medium,57,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0710,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0710,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0710,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0710,assurance::report_disclosure,batch_13
medium,57,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0711,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0711,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0711,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0711,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0711,scope3::4_0,batch_13
medium,57,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0712,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0712,scope::scope_3,batch_13
,,has_data_source_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0712,data_source::secondary_data,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0712,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p57_scope_3_0712,scope3::6_0,batch_13
medium,26,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p26_scope_1_0713,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p26_scope_1_0713,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p26_scope_1_0713,assurance::report_disclosure,batch_13
,,has_activity_category,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p26_scope_1_0713,activity::mobile_emission_source,batch_13
,,has_activity_standard_category,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p26_scope_1_0713,activity_standard::mobile_emission_source,batch_13
,,has_activity_evidence_mapping,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p26_scope_1_0713,activity_mapping::mobile_emission_source,batch_13
medium,31,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p31_scope_3_0718,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p31_scope_3_0718,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p31_scope_3_0718,assurance::report_disclosure,batch_13
,,has_scope3_category,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p31_scope_3_0718,scope3::6_0,batch_13
medium,47,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_1_0719,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_1_0719,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_1_0719,assurance::report_disclosure,batch_13
,,has_boundary_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_1_0719,boundary::business_unit_boundary,batch_13
medium,47,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_2_0720,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_2_0720,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_2_0720,assurance::report_disclosure,batch_13
,,has_boundary_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_2_0720,boundary::business_unit_boundary,batch_13
medium,47,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_3_0721,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_3_0721,scope::scope_3,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_3_0721,assurance::report_disclosure,batch_13
,,has_boundary_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p47_scope_3_0721,boundary::business_unit_boundary,batch_13
medium,51,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_1_0722,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_1_0722,scope::scope_1,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_1_0722,assurance::report_disclosure,batch_13
,,has_boundary_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_1_0722,boundary::corporate_inventory_boundary,batch_13
medium,51,documents_methodology,seed_batch_13,,report::r124_unitedparcelservice__20240__other,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_2_0723,batch_13
,,for_scope,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_2_0723,scope::scope_2,batch_13
,,has_assurance_stage,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_2_0723,assurance::report_disclosure,batch_13
,,has_boundary_type,,,methodology::batch_13_r124_unitedparcelservice_20240_other_p51_scope_2_0723,boundary::corporate_inventory_boundary,batch_13
