activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r079_uniper公司,Uniper公司,Uniper公司,,,,,,Uniper公司,,company::r079_uniper公司,Company,,,,,,,79
,,,,,,,,,,,r079_uniper公司__20250__climatereport,matched_auto_high,report::r079_uniper公司__20250__climatereport,Report,60,r079_uniper公司__20250__climatereport,,,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,,
,,,,,,,,,,,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,,source::2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,SourceFile,,,,,2025_08_07_Uniper_Climate_Transition_Plan_2025.pdf,,
,,,r082_allianz,ALLIANZ,安联保险集团,,,,,,安联保险集团,,company::r082_allianz,Company,,,,,,,82
,,,,,,,,,,,r082_allianz__20240__annualreport,matched_auto_high,report::r082_allianz__20240__annualreport,Report,352,r082_allianz__20240__annualreport,,,en-allianz-group-annual-report-2024.pdf,,
,,,,,,,,,,,en-allianz-group-annual-report-2024.pdf,,source::en-allianz-group-annual-report-2024.pdf,SourceFile,,,,,en-allianz-group-annual-report-2024.pdf,,
,,,r084_chinaenergyinvestment,CHINA ENERGY INVESTMENT,国家能源投资集团有限责任公司,,,,,,国家能源投资集团有限责任公司,,company::r084_chinaenergyinvestment,Company,,,,,,,84
,,,,,,,,,,,r084_chinaenergyinvestment__20240__sustainabilityreport,matched_auto_high,report::r084_chinaenergyinvestment__20240__sustainabilityreport,Report,48,r084_chinaenergyinvestment__20240__sustainabilityreport,,,2024-国家能源投资集团有限责任公司可持续发展报告.pdf,,
,,,,,,,,,,,2024-国家能源投资集团有限责任公司可持续发展报告.pdf,,source::2024-国家能源投资集团有限责任公司可持续发展报告.pdf,SourceFile,,,,,2024-国家能源投资集团有限责任公司可持续发展报告.pdf,,
,,,r085_xiamencandd,XIAMEN C&D,厦门建发集团有限公司,,,,,,厦门建发集团有限公司,,company::r085_xiamencandd,Company,,,,,,,85
,,,,,,,,,,,r085_xiamencandd__20240__sustainabilityreport,matched_auto_high,report::r085_xiamencandd__20240__sustainabilityreport,Report,60,r085_xiamencandd__20240__sustainabilityreport,,,2024-厦门建发集团有限公司可持续发展报告.pdf,,
,,,,,,,,,,,2024-厦门建发集团有限公司可持续发展报告.pdf,,source::2024-厦门建发集团有限公司可持续发展报告.pdf,SourceFile,,,,,2024-厦门建发集团有限公司可持续发展报告.pdf,,
,,,r086_relianceindustries,RELIANCE INDUSTRIES,信实工业公司,,,,,,信实工业公司,,company::r086_relianceindustries,Company,,,,,,,86
,,,,,,,,,,,r086_relianceindustries__20240__other,matched_auto_high,report::r086_relianceindustries__20240__other,Report,51,r086_relianceindustries__20240__other,,,RELIANCE INDUSTRIES-BRSR2024~25.pdf,,
,,,,,,,,,,,RELIANCE INDUSTRIES-BRSR2024~25.pdf,,source::RELIANCE INDUSTRIES-BRSR2024~25.pdf,SourceFile,,,,,RELIANCE INDUSTRIES-BRSR2024~25.pdf,,
,,,r089_rosneftoil,ROSNEFT OIL,俄罗斯石油公司,,,,,,俄罗斯石油公司,,company::r089_rosneftoil,Company,,,,,,,89
