evidence_page,relation,source,target
,matched_to_source,report::r035_chinarailwayengineeringgroup__20210__other,source::2021中国铁路工程集团有限公司ESG报告.pdf
,classified_as,company::r001_walmart,industry::L
,classified_as,company::r004_saudiaramco,industry::B
,classified_as,company::r007_apple,industry::C
,classified_as,company::r008_unitedhealthgroup,industry::S
,classified_as,company::r010_cvshealth公司,industry::C
,classified_as,company::r011_volkswagen,industry::C
,classified_as,company::r012_exxonmobil,industry::D
,classified_as,company::r013_shell,industry::D
,classified_as,company::r014_chinastateconstructionengineering,industry::E
,classified_as,company::r015_toyotamotor,industry::C
,classified_as,company::r016_mckesson,industry::F
,classified_as,company::r018_cencora公司,industry::F
,classified_as,company::r019_trafiguragroup,industry::L
,classified_as,company::r020_costcowholesale,industry::L
,classified_as,company::r021_jpmorganchase,industry::J
,classified_as,company::r023_totalenergies,industry::D
,classified_as,company::r026_microsoft,industry::C
,classified_as,company::r027_cardinalhealth,industry::F
,classified_as,company::r028_stellantis集团,industry::C
,classified_as,company::r029_chevron,industry::D
,classified_as,company::r031_samsungelectronics,industry::C
,classified_as,company::r032_honhaiprecisionindustry,industry::C
,classified_as,company::r033_cignagroup,industry::C
,classified_as,company::r034_agriculturalbankofchina,industry::J
,classified_as,company::r035_chinarailwayengineeringgroup,industry::E
2,documents_standard_reference,report::r001_walmart__20250__esgreport,standard_ref::batch_01__r001_walmart__20250__esgreport__ifrs_s2
,references_standard,standard_ref::batch_01__r001_walmart__20250__esgreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_01__r001_walmart__20250__esgreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_01__r001_walmart__20250__esgreport__ifrs_s2,standard_role::Disclosure standard
7,documents_standard_reference,report::r001_walmart__20250__esgreport,standard_ref::batch_01__r001_walmart__20250__esgreport__ghg_protocol
,references_standard,standard_ref::batch_01__r001_walmart__20250__esgreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r001_walmart__20250__esgreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r001_walmart__20250__esgreport__ghg_protocol,standard_role::Accounting standard
7,documents_standard_reference,report::r001_walmart__20250__esgreport,standard_ref::batch_01__r001_walmart__20250__esgreport__iso_14064_3
,references_standard,standard_ref::batch_01__r001_walmart__20250__esgreport__iso_14064_3,standard::ISO 14064-3
,belongs_to_standard_family,standard_ref::batch_01__r001_walmart__20250__esgreport__iso_14064_3,standard_family::ISO assurance system
,has_standard_role,standard_ref::batch_01__r001_walmart__20250__esgreport__iso_14064_3,standard_role::Verification and assurance standard
30,documents_standard_reference,report::r001_walmart__20250__esgreport,standard_ref::batch_01__r001_walmart__20250__esgreport__sbti
,references_standard,standard_ref::batch_01__r001_walmart__20250__esgreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r001_walmart__20250__esgreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r001_walmart__20250__esgreport__sbti,standard_role::Target validation guideline
101,documents_standard_reference,report::r001_walmart__20250__esgreport,standard_ref::batch_01__r001_walmart__20250__esgreport__gri
,references_standard,standard_ref::batch_01__r001_walmart__20250__esgreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r001_walmart__20250__esgreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r001_walmart__20250__esgreport__gri,standard_role::Disclosure standard
102,documents_standard_reference,report::r001_walmart__20250__esgreport,standard_ref::batch_01__r001_walmart__20250__esgreport__sasb
,references_standard,standard_ref::batch_01__r001_walmart__20250__esgreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_01__r001_walmart__20250__esgreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_01__r001_walmart__20250__esgreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r004_saudiaramco__20240__sustainabilityreport,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
23,documents_standard_reference,report::r004_saudiaramco__20240__sustainabilityreport,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__iso_14067
,references_standard,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__iso_14067,standard::ISO 14067
,belongs_to_standard_family,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__iso_14067,standard_family::ISO product carbon standard
,has_standard_role,standard_ref::batch_01__r004_saudiaramco__20240__sustainabilityreport__iso_14067,standard_role::Methodology standard
100,documents_standard_reference,report::r007_apple__20250__other,standard_ref::batch_01__r007_apple__20250__other__ghg_protocol
,references_standard,standard_ref::batch_01__r007_apple__20250__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r007_apple__20250__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r007_apple__20250__other__ghg_protocol,standard_role::Accounting standard
108,documents_standard_reference,report::r007_apple__20250__other,standard_ref::batch_01__r007_apple__20250__other__iso_14064_3
,references_standard,standard_ref::batch_01__r007_apple__20250__other__iso_14064_3,standard::ISO 14064-3
,belongs_to_standard_family,standard_ref::batch_01__r007_apple__20250__other__iso_14064_3,standard_family::ISO assurance system
,has_standard_role,standard_ref::batch_01__r007_apple__20250__other__iso_14064_3,standard_role::Verification and assurance standard
124,documents_standard_reference,report::r007_apple__20250__other,standard_ref::batch_01__r007_apple__20250__other__esrs_csrd
,references_standard,standard_ref::batch_01__r007_apple__20250__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_01__r007_apple__20250__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_01__r007_apple__20250__other__esrs_csrd,standard_role::Disclosure standard
33,documents_standard_reference,report::r008_unitedhealthgroup__20240__sustainabilityreport,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
33,documents_standard_reference,report::r008_unitedhealthgroup__20240__sustainabilityreport,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
85,documents_standard_reference,report::r008_unitedhealthgroup__20240__sustainabilityreport,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_01__r008_unitedhealthgroup__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r010_cvshealth公司__20240__impactreport,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__gri
,references_standard,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r010_cvshealth公司__20240__impactreport,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sasb
,references_standard,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sasb,standard_role::Disclosure guideline
7,documents_standard_reference,report::r010_cvshealth公司__20240__impactreport,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sbti
,references_standard,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__sbti,standard_role::Target validation guideline
36,documents_standard_reference,report::r010_cvshealth公司__20240__impactreport,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ghg_protocol
,references_standard,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ghg_protocol,standard_role::Accounting standard
73,documents_standard_reference,report::r010_cvshealth公司__20240__impactreport,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__tcfd
,references_standard,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__tcfd,standard_role::Disclosure recommendation
74,documents_standard_reference,report::r010_cvshealth公司__20240__impactreport,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ifrs_s2
,references_standard,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_01__r010_cvshealth公司__20240__impactreport__ifrs_s2,standard_role::Disclosure standard
3,documents_standard_reference,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__gri
,references_standard,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__gri,standard_role::Disclosure standard
3,documents_standard_reference,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sasb
,references_standard,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sasb,standard_role::Disclosure guideline
23,documents_standard_reference,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
56,documents_standard_reference,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sbti
,references_standard,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__sbti,standard_role::Target validation guideline
61,documents_standard_reference,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__iso_14040_14044
,references_standard,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__iso_14040_14044,standard::ISO 14040/14044
,belongs_to_standard_family,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__iso_14040_14044,standard_family::ISO life-cycle assessment system
,has_standard_role,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__iso_14040_14044,standard_role::Methodology standard
62,documents_standard_reference,report::r011_volkswagen__20230__sustainabilityreport,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r011_volkswagen__20230__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
12,documents_standard_reference,report::r012_exxonmobil__20250__sustainabilityreport,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__sasb
,references_standard,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__sasb,standard_role::Disclosure guideline
19,documents_standard_reference,report::r012_exxonmobil__20250__sustainabilityreport,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__gri
,references_standard,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__gri,standard_role::Disclosure standard
72,documents_standard_reference,report::r012_exxonmobil__20250__sustainabilityreport,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r012_exxonmobil__20250__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r013_shell__20240__annualreport,standard_ref::batch_01__r013_shell__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_01__r013_shell__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_01__r013_shell__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_01__r013_shell__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
3,documents_standard_reference,report::r013_shell__20240__annualreport,standard_ref::batch_01__r013_shell__20240__annualreport__tcfd
,references_standard,standard_ref::batch_01__r013_shell__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_01__r013_shell__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_01__r013_shell__20240__annualreport__tcfd,standard_role::Disclosure recommendation
99,documents_standard_reference,report::r013_shell__20240__annualreport,standard_ref::batch_01__r013_shell__20240__annualreport__ghg_protocol
,references_standard,standard_ref::batch_01__r013_shell__20240__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r013_shell__20240__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r013_shell__20240__annualreport__ghg_protocol,standard_role::Accounting standard
103,documents_standard_reference,report::r013_shell__20240__annualreport,standard_ref::batch_01__r013_shell__20240__annualreport__iso_14064
,references_standard,standard_ref::batch_01__r013_shell__20240__annualreport__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_01__r013_shell__20240__annualreport__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_01__r013_shell__20240__annualreport__iso_14064,standard_role::Guideline
356,documents_standard_reference,report::r013_shell__20240__annualreport,standard_ref::batch_01__r013_shell__20240__annualreport__gri
,references_standard,standard_ref::batch_01__r013_shell__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r013_shell__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r013_shell__20240__annualreport__gri,standard_role::Disclosure standard
3,documents_standard_reference,report::r014_chinastateconstructionengineering__20240__other,standard_ref::batch_01__r014_chinastateconstructionengineering__20240__other__gri
,references_standard,standard_ref::batch_01__r014_chinastateconstructionengineering__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r014_chinastateconstructionengineering__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r014_chinastateconstructionengineering__20240__other__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r015_toyotamotor__20240__integratedreport,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__tcfd
,references_standard,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__tcfd,standard_role::Disclosure recommendation
51,documents_standard_reference,report::r015_toyotamotor__20240__integratedreport,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__sbti
,references_standard,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r015_toyotamotor__20240__integratedreport__sbti,standard_role::Target validation guideline
3,documents_standard_reference,report::r016_mckesson__20240__impactreport,standard_ref::batch_01__r016_mckesson__20240__impactreport__gri
,references_standard,standard_ref::batch_01__r016_mckesson__20240__impactreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_01__r016_mckesson__20240__impactreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_01__r016_mckesson__20240__impactreport__gri,standard_role::Disclosure standard
3,documents_standard_reference,report::r016_mckesson__20240__impactreport,standard_ref::batch_01__r016_mckesson__20240__impactreport__sasb
,references_standard,standard_ref::batch_01__r016_mckesson__20240__impactreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_01__r016_mckesson__20240__impactreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_01__r016_mckesson__20240__impactreport__sasb,standard_role::Disclosure guideline
3,documents_standard_reference,report::r016_mckesson__20240__impactreport,standard_ref::batch_01__r016_mckesson__20240__impactreport__tcfd
,references_standard,standard_ref::batch_01__r016_mckesson__20240__impactreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_01__r016_mckesson__20240__impactreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_01__r016_mckesson__20240__impactreport__tcfd,standard_role::Disclosure recommendation
44,documents_standard_reference,report::r016_mckesson__20240__impactreport,standard_ref::batch_01__r016_mckesson__20240__impactreport__ghg_protocol
,references_standard,standard_ref::batch_01__r016_mckesson__20240__impactreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r016_mckesson__20240__impactreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r016_mckesson__20240__impactreport__ghg_protocol,standard_role::Accounting standard
45,documents_standard_reference,report::r016_mckesson__20240__impactreport,standard_ref::batch_01__r016_mckesson__20240__impactreport__sbti
,references_standard,standard_ref::batch_01__r016_mckesson__20240__impactreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r016_mckesson__20240__impactreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r016_mckesson__20240__impactreport__sbti,standard_role::Target validation guideline
6,documents_standard_reference,report::r019_trafiguragroup__20240__sustainabilityreport,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
25,documents_standard_reference,report::r019_trafiguragroup__20240__sustainabilityreport,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r019_trafiguragroup__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r020_costcowholesale__nan__climatereport,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__ghg_protocol
,references_standard,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r020_costcowholesale__nan__climatereport,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__tcfd
,references_standard,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__tcfd,standard_role::Disclosure recommendation
2,documents_standard_reference,report::r020_costcowholesale__nan__climatereport,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__sbti
,references_standard,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_01__r020_costcowholesale__nan__climatereport__sbti,standard_role::Target validation guideline
