evidence_page,relation,source,target
,matched_to_source,report::r468_netflix公司__20240__other,source::2024-Netflix-Environmental-Social-Governance-Report.pdf
,publishes,company::r469_novonordisk,report::r469_novonordisk__20240__annualreport
,matched_to_source,report::r469_novonordisk__20240__annualreport,source::novo-nordisk-annual-report-2024.pdf
,publishes,company::r474_mazdamotor,report::r474_mazdamotor__20240__sustainabilityreport
,matched_to_source,report::r474_mazdamotor__20240__sustainabilityreport,source::2024_MAZDA MOTOR_Sustainability_Report.pdf
,publishes,company::r478_siemensenergy,report::r478_siemensenergy__20240__sustainabilityreport
,matched_to_source,report::r478_siemensenergy__20240__sustainabilityreport,source::SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf
,publishes,company::r479_schlumberger,report::r479_schlumberger__20240__sustainabilityreport
,matched_to_source,report::r479_schlumberger__20240__sustainabilityreport,source::SCHLUMBERGER-sustainability-report-2024.pdf
,publishes,company::r480_ecopetrol,report::r480_ecopetrol__20240__integratedreport
,matched_to_source,report::r480_ecopetrol__20240__integratedreport,source::2024-ECOPETROL-integrated-management-report.pdf
,publishes,company::r481_arrowelectronics,report::r481_arrowelectronics__20240__impactreport
,matched_to_source,report::r481_arrowelectronics__20240__impactreport,source::2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf
,publishes,company::r482_jerónimomartins公司,report::r482_jerónimomartins公司__nan__other
,matched_to_source,report::r482_jerónimomartins公司__nan__other,source::Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf
,publishes,company::r484_commonwealthbankofaustralia,report::r484_commonwealthbankofaustralia__20240__climatereport
,matched_to_source,report::r484_commonwealthbankofaustralia__20240__climatereport,source::COMMONWEALTH BANK OF AUSTRALIA-2024-Climate-Report.pdf
,publishes,company::r485_centrica,report::r485_centrica__20240__other
,matched_to_source,report::r485_centrica__20240__other,source::CENTRICA people-planet-report-2024.pdf
,classified_as,company::r446_aiagroup,industry::J
,classified_as,company::r448_jabil,industry::C
,classified_as,company::r449_nationalaustraliabank,industry::J
,classified_as,company::r450_sap公司,industry::C
,classified_as,company::r451_crrcgroup,industry::C
,classified_as,company::r453_lennar,industry::E
,classified_as,company::r454_sompoholdings,industry::J
,classified_as,company::r455_elililly,industry::C
,classified_as,company::r459_cummins,industry::C
,classified_as,company::r461_rabobankgroup,industry::J
,classified_as,company::r462_aisin,industry::C
,classified_as,company::r463_rajeshexports公司,industry::L
,classified_as,company::r464_britishamericantobacco,industry::C
,classified_as,company::r466_bankofnewyorkmellon,industry::J
,classified_as,company::r467_tongweigroup,industry::D
,classified_as,company::r468_netflix公司,industry::R
,classified_as,company::r469_novonordisk,industry::C
,classified_as,company::r474_mazdamotor,industry::C
,classified_as,company::r478_siemensenergy,industry::D
,classified_as,company::r479_schlumberger,industry::D
,classified_as,company::r480_ecopetrol,industry::B
,classified_as,company::r481_arrowelectronics,industry::F
,classified_as,company::r482_jerónimomartins公司,industry::F
,classified_as,company::r484_commonwealthbankofaustralia,industry::J
,classified_as,company::r485_centrica,industry::I
10,documents_standard_reference,report::r446_aiagroup__nan__esgreport,standard_ref::batch_10__r446_aiagroup__nan__esgreport__iso_14064
,references_standard,standard_ref::batch_10__r446_aiagroup__nan__esgreport__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_10__r446_aiagroup__nan__esgreport__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_10__r446_aiagroup__nan__esgreport__iso_14064,standard_role::Guideline
22,documents_standard_reference,report::r446_aiagroup__nan__esgreport,standard_ref::batch_10__r446_aiagroup__nan__esgreport__gri
,references_standard,standard_ref::batch_10__r446_aiagroup__nan__esgreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r446_aiagroup__nan__esgreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r446_aiagroup__nan__esgreport__gri,standard_role::Disclosure standard
22,documents_standard_reference,report::r446_aiagroup__nan__esgreport,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ifrs_s2
,references_standard,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ifrs_s2,standard_role::Disclosure standard
24,documents_standard_reference,report::r446_aiagroup__nan__esgreport,standard_ref::batch_10__r446_aiagroup__nan__esgreport__sbti
,references_standard,standard_ref::batch_10__r446_aiagroup__nan__esgreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_10__r446_aiagroup__nan__esgreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_10__r446_aiagroup__nan__esgreport__sbti,standard_role::Target validation guideline
58,documents_standard_reference,report::r446_aiagroup__nan__esgreport,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ghg_protocol
,references_standard,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r446_aiagroup__nan__esgreport__ghg_protocol,standard_role::Accounting standard
3,documents_standard_reference,report::r448_jabil__20240__sustainabilityreport,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__gri,standard_role::Disclosure standard
3,documents_standard_reference,report::r448_jabil__20240__sustainabilityreport,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
4,documents_standard_reference,report::r448_jabil__20240__sustainabilityreport,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
39,documents_standard_reference,report::r448_jabil__20240__sustainabilityreport,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
55,documents_standard_reference,report::r448_jabil__20240__sustainabilityreport,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r448_jabil__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
3,documents_standard_reference,report::r449_nationalaustraliabank__20240__climatereport,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__tcfd
,references_standard,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__tcfd,standard_role::Disclosure recommendation
19,documents_standard_reference,report::r449_nationalaustraliabank__20240__climatereport,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__sbti
,references_standard,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__sbti,standard_role::Target validation guideline
49,documents_standard_reference,report::r449_nationalaustraliabank__20240__climatereport,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__pcaf
,references_standard,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__pcaf,standard_role::Accounting standard
66,documents_standard_reference,report::r449_nationalaustraliabank__20240__climatereport,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__ghg_protocol
,references_standard,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r449_nationalaustraliabank__20240__climatereport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r450_sap公司__20240__integratedreport,standard_ref::batch_10__r450_sap公司__20240__integratedreport__ghg_protocol
,references_standard,standard_ref::batch_10__r450_sap公司__20240__integratedreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r450_sap公司__20240__integratedreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r450_sap公司__20240__integratedreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r450_sap公司__20240__integratedreport,standard_ref::batch_10__r450_sap公司__20240__integratedreport__esrs_csrd
,references_standard,standard_ref::batch_10__r450_sap公司__20240__integratedreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_10__r450_sap公司__20240__integratedreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_10__r450_sap公司__20240__integratedreport__esrs_csrd,standard_role::Disclosure standard
121,documents_standard_reference,report::r450_sap公司__20240__integratedreport,standard_ref::batch_10__r450_sap公司__20240__integratedreport__gri
,references_standard,standard_ref::batch_10__r450_sap公司__20240__integratedreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r450_sap公司__20240__integratedreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r450_sap公司__20240__integratedreport__gri,standard_role::Disclosure standard
141,documents_standard_reference,report::r450_sap公司__20240__integratedreport,standard_ref::batch_10__r450_sap公司__20240__integratedreport__tcfd
,references_standard,standard_ref::batch_10__r450_sap公司__20240__integratedreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r450_sap公司__20240__integratedreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r450_sap公司__20240__integratedreport__tcfd,standard_role::Disclosure recommendation
158,documents_standard_reference,report::r450_sap公司__20240__integratedreport,standard_ref::batch_10__r450_sap公司__20240__integratedreport__sbti
,references_standard,standard_ref::batch_10__r450_sap公司__20240__integratedreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_10__r450_sap公司__20240__integratedreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_10__r450_sap公司__20240__integratedreport__sbti,standard_role::Target validation guideline
5,documents_standard_reference,report::r451_crrcgroup__20240__other,standard_ref::batch_10__r451_crrcgroup__20240__other__gri
,references_standard,standard_ref::batch_10__r451_crrcgroup__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r451_crrcgroup__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r451_crrcgroup__20240__other__gri,standard_role::Disclosure standard
5,documents_standard_reference,report::r451_crrcgroup__20240__other,standard_ref::batch_10__r451_crrcgroup__20240__other__ifrs_s2
,references_standard,standard_ref::batch_10__r451_crrcgroup__20240__other__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_10__r451_crrcgroup__20240__other__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_10__r451_crrcgroup__20240__other__ifrs_s2,standard_role::Disclosure standard
49,documents_standard_reference,report::r451_crrcgroup__20240__other,standard_ref::batch_10__r451_crrcgroup__20240__other__iso_14067
,references_standard,standard_ref::batch_10__r451_crrcgroup__20240__other__iso_14067,standard::ISO 14067
,belongs_to_standard_family,standard_ref::batch_10__r451_crrcgroup__20240__other__iso_14067,standard_family::ISO product carbon standard
,has_standard_role,standard_ref::batch_10__r451_crrcgroup__20240__other__iso_14067,standard_role::Methodology standard
2,documents_standard_reference,report::r454_sompoholdings__20240__sustainabilityreport,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__iso_14064
,references_standard,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__iso_14064,standard_role::Guideline
2,documents_standard_reference,report::r454_sompoholdings__20240__sustainabilityreport,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r454_sompoholdings__20240__sustainabilityreport,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
51,documents_standard_reference,report::r454_sompoholdings__20240__sustainabilityreport,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__pcaf
,references_standard,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__pcaf,standard_role::Accounting standard
155,documents_standard_reference,report::r454_sompoholdings__20240__sustainabilityreport,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r454_sompoholdings__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r455_elililly__20240__sustainabilityreport,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r455_elililly__20240__sustainabilityreport,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
15,documents_standard_reference,report::r455_elililly__20240__sustainabilityreport,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r455_elililly__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
5,documents_standard_reference,report::r459_cummins__20240__sustainabilityreport,standard_ref::batch_10__r459_cummins__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_10__r459_cummins__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r459_cummins__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r459_cummins__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r461_rabobankgroup__20240__impactreport,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__esrs_csrd
,references_standard,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__esrs_csrd,standard_role::Disclosure standard
11,documents_standard_reference,report::r461_rabobankgroup__20240__impactreport,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__sbti
,references_standard,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__sbti,standard_role::Target validation guideline
41,documents_standard_reference,report::r461_rabobankgroup__20240__impactreport,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__pcaf
,references_standard,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__pcaf,standard_role::Accounting standard
47,documents_standard_reference,report::r461_rabobankgroup__20240__impactreport,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__ghg_protocol
,references_standard,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r461_rabobankgroup__20240__impactreport__ghg_protocol,standard_role::Accounting standard
35,documents_standard_reference,report::r462_aisin__20240__integratedreport,standard_ref::batch_10__r462_aisin__20240__integratedreport__tcfd
,references_standard,standard_ref::batch_10__r462_aisin__20240__integratedreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r462_aisin__20240__integratedreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r462_aisin__20240__integratedreport__tcfd,standard_role::Disclosure recommendation
93,documents_standard_reference,report::r462_aisin__20240__integratedreport,standard_ref::batch_10__r462_aisin__20240__integratedreport__sbti
,references_standard,standard_ref::batch_10__r462_aisin__20240__integratedreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_10__r462_aisin__20240__integratedreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_10__r462_aisin__20240__integratedreport__sbti,standard_role::Target validation guideline
6,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__tcfd
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__tcfd,standard_role::Disclosure recommendation
73,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sbti
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sbti,standard_role::Target validation guideline
75,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__gri
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__gri,standard_role::Disclosure standard
75,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sasb
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__sasb,standard_role::Disclosure guideline
75,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
76,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ifrs_s2
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ifrs_s2,standard::IFRS S2
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ifrs_s2,standard_family::Climate disclosure standard
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ifrs_s2,standard_role::Disclosure standard
140,documents_standard_reference,report::r464_britishamericantobacco__20240__annualreport,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ghg_protocol
,references_standard,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_10__r464_britishamericantobacco__20240__annualreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r466_bankofnewyorkmellon__20230__sustainabilityreport,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__gri
,references_standard,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r466_bankofnewyorkmellon__20230__sustainabilityreport,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__sasb
,references_standard,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r466_bankofnewyorkmellon__20230__sustainabilityreport,standard_ref::batch_10__r466_bankofnewyorkmellon__20230__sustainabilityreport__tcfd
