activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r446_aiagroup,AIA GROUP,友邦保险控股有限公司,,,,,,友邦保险控股有限公司,,company::r446_aiagroup,Company,,,,,,,446
,,,,,,,,,,,r446_aiagroup__nan__esgreport,matched_auto_high,report::r446_aiagroup__nan__esgreport,Report,59,r446_aiagroup__nan__esgreport,,,AIA GROUP-Main-ESG-Report_CH.pdf,,
,,,,,,,,,,,AIA GROUP-Main-ESG-Report_CH.pdf,,source::AIA GROUP-Main-ESG-Report_CH.pdf,SourceFile,,,,,AIA GROUP-Main-ESG-Report_CH.pdf,,
,,,r448_jabil,JABIL,捷普公司,,,,,,捷普公司,,company::r448_jabil,Company,,,,,,,448
,,,,,,,,,,,r448_jabil__20240__sustainabilityreport,matched_auto_high,report::r448_jabil__20240__sustainabilityreport,Report,81,r448_jabil__20240__sustainabilityreport,,,2024 Sustainability Report_Jabil.pdf,,
,,,,,,,,,,,2024 Sustainability Report_Jabil.pdf,,source::2024 Sustainability Report_Jabil.pdf,SourceFile,,,,,2024 Sustainability Report_Jabil.pdf,,
,,,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,澳大利亚国民银行,,,,,,澳大利亚国民银行,,company::r449_nationalaustraliabank,Company,,,,,,,449
,,,,,,,,,,,r449_nationalaustraliabank__20240__climatereport,matched_auto_high,report::r449_nationalaustraliabank__20240__climatereport,Report,108,r449_nationalaustraliabank__20240__climatereport,,,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,,
,,,,,,,,,,,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,,source::2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,SourceFile,,,,,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,,
,,,r450_sap公司,SAP公司,SAP公司,,,,,,SAP公司,,company::r450_sap公司,Company,,,,,,,450
,,,,,,,,,,,r450_sap公司__20240__integratedreport,matched_auto_high,report::r450_sap公司__20240__integratedreport,Report,344,r450_sap公司__20240__integratedreport,,,SAP integrated_report2024.pdf,,
,,,,,,,,,,,SAP integrated_report2024.pdf,,source::SAP integrated_report2024.pdf,SourceFile,,,,,SAP integrated_report2024.pdf,,
,,,r451_crrcgroup,CRRC GROUP,中国中车集团有限公司,,,,,,中国中车集团有限公司,,company::r451_crrcgroup,Company,,,,,,,451
,,,,,,,,,,,r451_crrcgroup__20240__other,matched_auto_high,report::r451_crrcgroup__20240__other,Report,108,r451_crrcgroup__20240__other,,,中国中车2024ESG报告.pdf,,
,,,,,,,,,,,中国中车2024ESG报告.pdf,,source::中国中车2024ESG报告.pdf,SourceFile,,,,,中国中车2024ESG报告.pdf,,
,,,r453_lennar,LENNAR,莱纳公司,,,,,,莱纳公司,,company::r453_lennar,Company,,,,,,,453
,,,,,,,,,,,r453_lennar__20240__other,matched_auto_high,report::r453_lennar__20240__other,Report,23,r453_lennar__20240__other,,,FINAL-2024_LENNAR-Social_Responsibility_Report.pdf,,
,,,,,,,,,,,FINAL-2024_LENNAR-Social_Responsibility_Report.pdf,,source::FINAL-2024_LENNAR-Social_Responsibility_Report.pdf,SourceFile,,,,,FINAL-2024_LENNAR-Social_Responsibility_Report.pdf,,
,,,r454_sompoholdings,SOMPO HOLDINGS,损保控股有限公司,,,,,,损保控股有限公司,,company::r454_sompoholdings,Company,,,,,,,454
,,,,,,,,,,,r454_sompoholdings__20240__sustainabilityreport,matched_auto_high,report::r454_sompoholdings__20240__sustainabilityreport,Report,174,r454_sompoholdings__20240__sustainabilityreport,,,2024_SOMPO HOLDINGS_sustainability_report.pdf,,
,,,,,,,,,,,2024_SOMPO HOLDINGS_sustainability_report.pdf,,source::2024_SOMPO HOLDINGS_sustainability_report.pdf,SourceFile,,,,,2024_SOMPO HOLDINGS_sustainability_report.pdf,,
,,,r455_elililly,ELI LILLY,美国礼来公司,,,,,,美国礼来公司,,company::r455_elililly,Company,,,,,,,455
,,,,,,,,,,,r455_elililly__20240__sustainabilityreport,matched_auto_high,report::r455_elililly__20240__sustainabilityreport,Report,100,r455_elililly__20240__sustainabilityreport,,,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,,
,,,,,,,,,,,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,,source::2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,SourceFile,,,,,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,,
,,,r459_cummins,CUMMINS,康明斯公司,,,,,,康明斯公司,,company::r459_cummins,Company,,,,,,,459
,,,,,,,,,,,r459_cummins__20240__sustainabilityreport,matched_auto_high,report::r459_cummins__20240__sustainabilityreport,Report,57,r459_cummins__20240__sustainabilityreport,,,2024-25-cummins-sustainability-progress-report.pdf,,
,,,,,,,,,,,2024-25-cummins-sustainability-progress-report.pdf,,source::2024-25-cummins-sustainability-progress-report.pdf,SourceFile,,,,,2024-25-cummins-sustainability-progress-report.pdf,,
,,,r461_rabobankgroup,RABOBANK GROUP,荷兰合作银行集团,,,,,,荷兰合作银行集团,,company::r461_rabobankgroup,Company,,,,,,,461
,,,,,,,,,,,r461_rabobankgroup__20240__impactreport,matched_auto_high,report::r461_rabobankgroup__20240__impactreport,Report,75,r461_rabobankgroup__20240__impactreport,,,rabobank_impact_report_2024.pdf,,
,,,,,,,,,,,rabobank_impact_report_2024.pdf,,source::rabobank_impact_report_2024.pdf,SourceFile,,,,,rabobank_impact_report_2024.pdf,,
,,,r462_aisin,AISIN,爱信,,,,,,爱信,,company::r462_aisin,Company,,,,,,,462
,,,,,,,,,,,r462_aisin__20240__integratedreport,matched_auto_high,report::r462_aisin__20240__integratedreport,Report,98,r462_aisin__20240__integratedreport,,,2024 AISIN_integrated report.pdf,,
,,,,,,,,,,,2024 AISIN_integrated report.pdf,,source::2024 AISIN_integrated report.pdf,SourceFile,,,,,2024 AISIN_integrated report.pdf,,
,,,r463_rajeshexports公司,Rajesh Exports公司,Rajesh Exports公司,,,,,,Rajesh Exports公司,,company::r463_rajeshexports公司,Company,,,,,,,463
,,,,,,,,,,,r463_rajeshexports公司__20240__other,matched_auto_high,report::r463_rajeshexports公司__20240__other,Report,140,r463_rajeshexports公司__20240__other,,,RajeshExportsAR2024.pdf,,
,,,,,,,,,,,RajeshExportsAR2024.pdf,,source::RajeshExportsAR2024.pdf,SourceFile,,,,,RajeshExportsAR2024.pdf,,
,,,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,英美烟草集团,,,,,,英美烟草集团,,company::r464_britishamericantobacco,Company,,,,,,,464
,,,,,,,,,,,r464_britishamericantobacco__20240__annualreport,matched_auto_high,report::r464_britishamericantobacco__20240__annualreport,Report,626,r464_britishamericantobacco__20240__annualreport,,,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,
,,,,,,,,,,,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,source::BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,SourceFile,,,,,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,
,,,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,纽约梅隆银行,,,,,,纽约梅隆银行,,company::r466_bankofnewyorkmellon,Company,,,,,,,466
,,,,,,,,,,,r466_bankofnewyorkmellon__20230__sustainabilityreport,matched_auto_high,report::r466_bankofnewyorkmellon__20230__sustainabilityreport,Report,137,r466_bankofnewyorkmellon__20230__sustainabilityreport,,,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,,
,,,,,,,,,,,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,,source::2023-BANK OF NEW YORK MELLON sustainability-report.pdf,SourceFile,,,,,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,,
,,,r467_tongweigroup,TONGWEI GROUP,通威集团有限公司,,,,,,通威集团有限公司,,company::r467_tongweigroup,Company,,,,,,,467
,,,,,,,,,,,r467_tongweigroup__20240__esgreport,matched_auto_high,report::r467_tongweigroup__20240__esgreport,Report,201,r467_tongweigroup__20240__esgreport,,,2024 TONGWEI GROUP ESG report.pdf,,
,,,,,,,,,,,2024 TONGWEI GROUP ESG report.pdf,,source::2024 TONGWEI GROUP ESG report.pdf,SourceFile,,,,,2024 TONGWEI GROUP ESG report.pdf,,
,,,r468_netflix公司,Netflix公司,Netflix公司,,,,,,Netflix公司,,company::r468_netflix公司,Company,,,,,,,468
,,,,,,,,,,,r468_netflix公司__20240__other,matched_auto_high,report::r468_netflix公司__20240__other,Report,45,r468_netflix公司__20240__other,,,2024-Netflix-Environmental-Social-Governance-Report.pdf,,
,,,,,,,,,,,2024-Netflix-Environmental-Social-Governance-Report.pdf,,source::2024-Netflix-Environmental-Social-Governance-Report.pdf,SourceFile,,,,,2024-Netflix-Environmental-Social-Governance-Report.pdf,,
,,,r469_novonordisk,NOVO NORDISK,诺和诺德公司,,,,,,诺和诺德公司,,company::r469_novonordisk,Company,,,,,,,469
,,,,,,,,,,,r469_novonordisk__20240__annualreport,matched_auto_high,report::r469_novonordisk__20240__annualreport,Report,152,r469_novonordisk__20240__annualreport,,,novo-nordisk-annual-report-2024.pdf,,
,,,,,,,,,,,novo-nordisk-annual-report-2024.pdf,,source::novo-nordisk-annual-report-2024.pdf,SourceFile,,,,,novo-nordisk-annual-report-2024.pdf,,
,,,r474_mazdamotor,MAZDA MOTOR,马自达汽车株式会社,,,,,,马自达汽车株式会社,,company::r474_mazdamotor,Company,,,,,,,474
,,,,,,,,,,,r474_mazdamotor__20240__sustainabilityreport,matched_auto_high,report::r474_mazdamotor__20240__sustainabilityreport,Report,123,r474_mazdamotor__20240__sustainabilityreport,,,2024_MAZDA MOTOR_Sustainability_Report.pdf,,
,,,,,,,,,,,2024_MAZDA MOTOR_Sustainability_Report.pdf,,source::2024_MAZDA MOTOR_Sustainability_Report.pdf,SourceFile,,,,,2024_MAZDA MOTOR_Sustainability_Report.pdf,,
,,,r478_siemensenergy,SIEMENS ENERGY,西门子能源,,,,,,西门子能源,,company::r478_siemensenergy,Company,,,,,,,478
,,,,,,,,,,,r478_siemensenergy__20240__sustainabilityreport,matched_auto_high,report::r478_siemensenergy__20240__sustainabilityreport,Report,91,r478_siemensenergy__20240__sustainabilityreport,,,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,
,,,,,,,,,,,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,source::SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,SourceFile,,,,,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,
,,,r479_schlumberger,SCHLUMBERGER,斯伦贝谢公司,,,,,,斯伦贝谢公司,,company::r479_schlumberger,Company,,,,,,,479
,,,,,,,,,,,r479_schlumberger__20240__sustainabilityreport,matched_auto_high,report::r479_schlumberger__20240__sustainabilityreport,Report,55,r479_schlumberger__20240__sustainabilityreport,,,SCHLUMBERGER-sustainability-report-2024.pdf,,
,,,,,,,,,,,SCHLUMBERGER-sustainability-report-2024.pdf,,source::SCHLUMBERGER-sustainability-report-2024.pdf,SourceFile,,,,,SCHLUMBERGER-sustainability-report-2024.pdf,,
,,,r480_ecopetrol,ECOPETROL,哥伦比亚国家石油公司,,,,,,哥伦比亚国家石油公司,,company::r480_ecopetrol,Company,,,,,,,480
,,,,,,,,,,,r480_ecopetrol__20240__integratedreport,matched_auto_high,report::r480_ecopetrol__20240__integratedreport,Report,403,r480_ecopetrol__20240__integratedreport,,,2024-ECOPETROL-integrated-management-report.pdf,,
,,,,,,,,,,,2024-ECOPETROL-integrated-management-report.pdf,,source::2024-ECOPETROL-integrated-management-report.pdf,SourceFile,,,,,2024-ECOPETROL-integrated-management-report.pdf,,
,,,r481_arrowelectronics,ARROW ELECTRONICS,艾睿电子,,,,,,艾睿电子,,company::r481_arrowelectronics,Company,,,,,,,481
,,,,,,,,,,,r481_arrowelectronics__20240__impactreport,matched_auto_high,report::r481_arrowelectronics__20240__impactreport,Report,90,r481_arrowelectronics__20240__impactreport,,,2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf,,
,,,,,,,,,,,2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf,,source::2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf,SourceFile,,,,,2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf,,
,,,r482_jerónimomartins公司,Jerónimo Martins公司,Jerónimo Martins公司,,,,,,Jerónimo Martins公司,,company::r482_jerónimomartins公司,Company,,,,,,,482
,,,,,,,,,,,r482_jerónimomartins公司__nan__other,matched_auto_high,report::r482_jerónimomartins公司__nan__other,Report,219,r482_jerónimomartins公司__nan__other,,,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,,
,,,,,,,,,,,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,,source::Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,SourceFile,,,,,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,,
,,,r484_commonwealthbankofaustralia,COMMONWEALTH BANK OF AUSTRALIA,澳洲联邦银行,,,,,,澳洲联邦银行,,company::r484_commonwealthbankofaustralia,Company,,,,,,,484
,,,,,,,,,,,r484_commonwealthbankofaustralia__20240__climatereport,matched_auto_high,report::r484_commonwealthbankofaustralia__20240__climatereport,Report,68,r484_commonwealthbankofaustralia__20240__climatereport,,,COMMONWEALTH BANK OF AUSTRALIA-2024-Climate-Report.pdf,,
