activity_category_en,assurance_stage_en,calculation_method_en,company_id,company_name_en,company_name_zh,data_source_type_en,evidence_page,gbt4754_section_code,gbt4754_section_name_en,gbt4754_section_name_zh,label,match_status,node_id,node_type,page_count,report_id,review_status,scope_en,source_file,standard_name_en,world500_rank
,,,r131_waltdisney,WALT DISNEY,华特迪士尼公司,,,,,,华特迪士尼公司,,company::r131_waltdisney,Company,,,,,,,131
,,,,,,,,,,,r131_waltdisney__20240__other,matched_auto_high,report::r131_waltdisney__20240__other,Report,41,r131_waltdisney__20240__other,,,华特迪士尼公司-2024-SSI-Report.pdf,,
,,,,,,,,,,,华特迪士尼公司-2024-SSI-Report.pdf,,source::华特迪士尼公司-2024-SSI-Report.pdf,SourceFile,,,,,华特迪士尼公司-2024-SSI-Report.pdf,,
,,,r132_orlen,ORLEN,波兰国营石油公司,,,,,,波兰国营石油公司,,company::r132_orlen,Company,,,,,,,132
,,,,,,,,,,,r132_orlen__20240__other,matched_auto_high,report::r132_orlen__20240__other,Report,320,r132_orlen__20240__other,,,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,
,,,,,,,,,,,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,source::Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,SourceFile,,,,,Management Board on the Operations of ORLEN Group 2024.pdf.coredownload.pdf,,
,,,r133_delltechnologies,DELL TECHNOLOGIES,戴尔科技公司,,,,,,戴尔科技公司,,company::r133_delltechnologies,Company,,,,,,,133
,,,,,,,,,,,r133_delltechnologies__nan__esgreport,matched_auto_high,report::r133_delltechnologies__nan__esgreport,Report,19,r133_delltechnologies__nan__esgreport,,,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,
,,,,,,,,,,,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,source::DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,SourceFile,,,,,DELL中国delltechnologies-esg-fy24-performance-metrics.pdf,,
,,,r134_dhlgroup,DHL GROUP,敦豪集团,,,,,,敦豪集团,,company::r134_dhlgroup,Company,,,,,,,134
,,,,,,,,,,,r134_dhlgroup__20240__sustainabilityreport,matched_auto_high,report::r134_dhlgroup__20240__sustainabilityreport,Report,103,r134_dhlgroup__20240__sustainabilityreport,,,DHL-Group_2024-Progress-Report-on-Sustainability.pdf,,
,,,,,,,,,,,DHL-Group_2024-Progress-Report-on-Sustainability.pdf,,source::DHL-Group_2024-Progress-Report-on-Sustainability.pdf,SourceFile,,,,,DHL-Group_2024-Progress-Report-on-Sustainability.pdf,,
