evidence_page,relation,source,target
,has_scope3_category,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_3__0023,scope3::6.0
28,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0024
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0024,scope::Scope 3
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0024,data_source::Primary data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0024,assurance::Report disclosure
28,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0025
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0025,scope::Scope 3
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0025,data_source::Primary data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0025,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0025,activity::Value-chain activities
29,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0026
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0026,scope::Scope 3
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0026,data_source::Secondary data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0026,assurance::Report disclosure
29,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0027
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0027,scope::Scope 3
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0027,data_source::Secondary data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0027,assurance::Report disclosure
,has_scope3_category,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0027,scope3::1.0
32,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p32__inventory__0028
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p32__inventory__0028,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p32__inventory__0028,assurance::Assurance
61,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p61__inventory__0029
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p61__inventory__0029,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p61__inventory__0029,assurance::Assurance
67,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p67__scope_3__0030
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p67__scope_3__0030,scope::Scope 3
,has_data_source_type,methodology::batch_07__r263_novartis__20240__integratedreport__p67__scope_3__0030,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p67__scope_3__0030,assurance::Report disclosure
69,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p69__scope_3__0031
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p69__scope_3__0031,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p69__scope_3__0031,assurance::Assurance
,has_activity_category,methodology::batch_07__r263_novartis__20240__integratedreport__p69__scope_3__0031,activity::Value-chain activities
27,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_1__0032
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_1__0032,scope::Scope 1
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_1__0032,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_1__0032,activity::Value-chain activities
27,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_3__0033
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_3__0033,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_3__0033,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r263_novartis__20240__integratedreport__p27__scope_3__0033,activity::Value-chain activities
28,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_1__0034
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_1__0034,scope::Scope 1
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_1__0034,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_1__0034,calc_method::Market-based
28,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_2__0035
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_2__0035,scope::Scope 2
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_2__0035,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_2__0035,calc_method::Market-based
28,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0036
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0036,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0036,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r263_novartis__20240__integratedreport__p28__scope_3__0036,calc_method::Market-based
29,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0037
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0037,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0037,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r263_novartis__20240__integratedreport__p29__scope_3__0037,activity::Value-chain activities
61,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_1__0038
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_1__0038,scope::Scope 1
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_1__0038,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_1__0038,calc_method::Market-based
61,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_2__0039
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_2__0039,scope::Scope 2
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_2__0039,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_2__0039,calc_method::Market-based
61,documents_methodology,report::r263_novartis__20240__integratedreport,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_3__0040
,for_scope,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_3__0040,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_3__0040,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r263_novartis__20240__integratedreport__p61__scope_3__0040,calc_method::Market-based
49,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p49__scope_1__0041
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p49__scope_1__0041,scope::Scope 1
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p49__scope_1__0041,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p49__scope_1__0041,activity::Process emissions
50,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0042
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0042,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0042,activity::Process emissions
57,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0043
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0043,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0043,activity::Process emissions
73,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_1__0044
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_1__0044,scope::Scope 1
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_1__0044,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_1__0044,activity::Process emissions
73,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_2__0045
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_2__0045,scope::Scope 2
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_2__0045,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p73__scope_2__0045,activity::Process emissions
76,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0046
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0046,scope::Scope 2
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0046,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0046,activity::Purchased electricity
,has_scope3_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0046,scope3::1.0
76,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0047
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0047,scope::Scope 2
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0047,assurance::Report disclosure
,has_scope3_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_2__0047,scope3::1.0
152,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_1__0048
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_1__0048,scope::Scope 1
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_1__0048,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_1__0048,activity::Process emissions
152,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_2__0049
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_2__0049,scope::Scope 2
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_2__0049,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p152__scope_2__0049,activity::Process emissions
24,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p24__inventory__0050
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p24__inventory__0050,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p24__inventory__0050,assurance::Report disclosure
30,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p30__scope_3__0051
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p30__scope_3__0051,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p30__scope_3__0051,assurance::Assurance
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p30__scope_3__0051,activity::Value-chain activities
44,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0052
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0052,scope::Scope 3
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0052,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0052,assurance::Report disclosure
44,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0053
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0053,scope::Scope 3
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0053,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0053,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p44__scope_3__0053,activity::Value-chain activities
45,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p45__inventory__0054
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p45__inventory__0054,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p45__inventory__0054,assurance::Report disclosure
46,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p46__inventory__0055
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p46__inventory__0055,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p46__inventory__0055,assurance::Report disclosure
48,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p48__inventory__0056
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p48__inventory__0056,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p48__inventory__0056,assurance::Report disclosure
50,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0057
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0057,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p50__inventory__0057,assurance::Report disclosure
53,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p53__inventory__0058
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p53__inventory__0058,assurance::Validation
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p53__inventory__0058,activity::Stationary emission source
53,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p53__inventory__0059
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p53__inventory__0059,assurance::Validation
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p53__inventory__0059,activity::Process emissions
55,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p55__scope_2__0060
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p55__scope_2__0060,scope::Scope 2
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p55__scope_2__0060,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p55__scope_2__0060,assurance::Report disclosure
57,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0061
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0061,assurance::Validation
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p57__inventory__0061,activity::Stationary emission source
59,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p59__scope_1__0062
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p59__scope_1__0062,scope::Scope 1
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p59__scope_1__0062,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p59__scope_1__0062,assurance::Report disclosure
60,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p60__scope_3__0063
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p60__scope_3__0063,scope::Scope 3
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p60__scope_3__0063,assurance::Assurance
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p60__scope_3__0063,activity::Value-chain activities
65,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0064
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0064,scope::Scope 1
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0064,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0064,assurance::Report disclosure
65,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0065
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0065,scope::Scope 1
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0065,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0065,assurance::Report disclosure
,has_scope3_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p65__scope_1__0065,scope3::15.0
70,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p70__inventory__0066
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p70__inventory__0066,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p70__inventory__0066,assurance::Report disclosure
74,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p74__scope_1__0067
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p74__scope_1__0067,scope::Scope 1
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p74__scope_1__0067,data_source::Secondary data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p74__scope_1__0067,assurance::Report disclosure
75,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0068
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0068,scope::Scope 1
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0068,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0068,assurance::Assurance
75,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0069
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0069,scope::Scope 1
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0069,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0069,assurance::Assurance
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_1__0069,activity::Value-chain activities
75,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0070
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0070,scope::Scope 3
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0070,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0070,assurance::Assurance
75,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0071
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0071,scope::Scope 3
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0071,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0071,assurance::Assurance
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p75__scope_3__0071,activity::Value-chain activities
76,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0072
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0072,scope::Scope 3
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0072,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0072,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0072,calc_method::Spend-based
76,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0073
,for_scope,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0073,scope::Scope 3
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0073,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0073,assurance::Report disclosure
,has_calculation_method,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0073,calc_method::Spend-based
,has_scope3_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p76__scope_3__0073,scope3::1.0
101,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p101__inventory__0074
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p101__inventory__0074,data_source::Derived data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p101__inventory__0074,assurance::Report disclosure
103,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p103__inventory__0075
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p103__inventory__0075,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p103__inventory__0075,assurance::Report disclosure
116,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p116__inventory__0076
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p116__inventory__0076,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p116__inventory__0076,assurance::Report disclosure
138,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p138__inventory__0077
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p138__inventory__0077,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p138__inventory__0077,assurance::Report disclosure
139,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p139__inventory__0078
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p139__inventory__0078,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p139__inventory__0078,assurance::Report disclosure
157,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p157__inventory__0079
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p157__inventory__0079,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p157__inventory__0079,assurance::Report disclosure
158,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p158__inventory__0080
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p158__inventory__0080,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p158__inventory__0080,assurance::Report disclosure
159,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p159__inventory__0081
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p159__inventory__0081,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p159__inventory__0081,assurance::Report disclosure
161,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0082
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0082,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0082,assurance::Report disclosure
161,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0083
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0083,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0083,assurance::Report disclosure
,has_activity_category,methodology::batch_07__r264_riotintogroup__20240__annualreport__p161__inventory__0083,activity::Mobile emission source
162,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p162__inventory__0084
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p162__inventory__0084,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p162__inventory__0084,assurance::Report disclosure
171,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p171__inventory__0085
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p171__inventory__0085,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p171__inventory__0085,assurance::Report disclosure
173,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p173__inventory__0086
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p173__inventory__0086,data_source::Estimated data
,has_assurance_stage,methodology::batch_07__r264_riotintogroup__20240__annualreport__p173__inventory__0086,assurance::Report disclosure
179,documents_methodology,report::r264_riotintogroup__20240__annualreport,methodology::batch_07__r264_riotintogroup__20240__annualreport__p179__inventory__0087
,has_data_source_type,methodology::batch_07__r264_riotintogroup__20240__annualreport__p179__inventory__0087,data_source::Derived data
